,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/10-sanctuary-point-rd-west-pennant-hills-nsw-2125-4411638,"10 Sanctuary Point Rd, West Pennant Hills",5,3,2,308m2,1011m2,$1.80M,$2.00M,$950/w,$1100/w,House 1990 308m2 1011m2 Residence Residential - A 43/771303 ,16 Nov 2018 Sold $1.68M,16 Jan 2015 Sold $1.51M,14 Apr 2003 Sold $859k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/76-cardinal-ave-west-pennant-hills-nsw-2125-4622996,"76 Cardinal Ave, West Pennant Hills",3,1,1,103m2,440m2,$900k,$1.00M,$500/w,$575/w,House 1950 103m2 440m2 Residence Residential - A 1001/845905 ,15 Nov 2018 Sold $953k,30 Oct 2018 Listed for Sale Contact Agent,12 Oct 2015 Sold $850k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/22-brett-pl-west-pennant-hills-nsw-2125-2214343,"22 Brett Pl, West Pennant Hills",5,3,3,265m2,862m2,$2.00M,$2.20M,$950/w,$1100/w,House 2000 265m2 862m2 Residence Residential - A 18/793759 ,12 Nov 2018 Sold $2.10M,"15 Oct 2018 Listed for Sale SOLD, IN 1 MONTH",27 Nov 2017 Sold $2.30M
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/5-8-view-st-west-pennant-hills-nsw-2125-2522718,"5/8 View St, West Pennant Hills",4,2,2,158m2,258m2,$1.10M,$1.20M,$500/w,$575/w,House 1995 158m2 258m2 Residence Residential - A 6/285091 ,12 Nov 2018 Sold $950k,05 Apr 2007 Sold $460k,08 Aug 2003 Sold $417k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/27-mountain-view-cres-west-pennant-hills-nsw-2125-4742527,"27 Mountain View Cres, West Pennant Hills",4,3,2,328m2,900m2,$1.60M,$1.80M,$850/w,$950/w,House 1980 328m2 900m2 Residence Residential - A 17/262579 ,12 Nov 2018 Sold ,29 Jan 2010 Sold $980k,16 Jun 2000 Sold $618k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/105-victoria-rd-west-pennant-hills-nsw-2125-12935581,"105 Victoria Rd, West Pennant Hills",5,1,1,,1079m2,$1.40M,$1.50M,$850/w,$950/w,House 1972 1079m2 Residential - A 2/DP24448 ,09 Nov 2018 Sold $1.35M,,
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/38-boyd-ave-west-pennant-hills-nsw-2125-2231196,"38 Boyd Ave, West Pennant Hills",4,2,2,181m2,746m2,$1.40M,$1.50M,$750/w,$850/w,House 1960 181m2 746m2 Residence Residential - A 10/211052 ,08 Nov 2018 Sold $1.47M,18 Jan 2017 Sold $1.52M,01 Feb 2006 Sold $633k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/82-westmore-dr-west-pennant-hills-nsw-2125-13262992,"82 Westmore Dr, West Pennant Hills",4,3,2,,906m2,$1.80M,$2.00M,$650/w,$750/w,House 1987 906m2 Residential - A 57/DP255276 ,03 Nov 2018 Sold $1.72M,"22 Oct 2018 Listed for Sale $1,720,000.00",22 May 1987 Sold $262k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/27-westmore-dr-west-pennant-hills-nsw-2125-13068795,"27 Westmore Dr, West Pennant Hills",4,2,2,,865m2,$1.60M,$1.80M,$650/w,$750/w,House 1977 865m2 Residential - A 53/252999 ,02 Nov 2018 Sold $1.38M,08 Nov 1985 Sold $157k,10 Feb 1977 Sold $20k
0,https://www.onthehouse.com.au/property/nsw/west-pennant-hills-2125/59-eaton-rd-west-pennant-hills-nsw-2125-18744088,"59 Eaton Rd, West Pennant Hills",1,1,-,198m2,900m2,$1.20M,$1.30M,$200/w,$250/w,House 1990 198m2 900m2 Residential - A 27/258359 ,15 Sep 2020 Listed for Rent DEPOSIT TAKEN pw,15 Jul 2019 Listed for Rent DEPOSIT TAKEN,02 Nov 2018 Sold $1.31M
