,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/2-ackling-st-baulkham-hills-nsw-2153-2126146,"2 Ackling St, Baulkham Hills",2,1,-,118m2,727m2,$1.20M,$1.30M,$425/w,$500/w,House 1950 118m2 727m2 Residence Residential - A 8/20369 ,16 Apr 2019 Sold $1.10M,"22 Nov 2017 Listed for Rent Leased by Reece Sammons, Response RE!",05 Dec 2008 Sold $467k
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/1-tarana-cres-baulkham-hills-nsw-2153-4269051,"1 Tarana Cres, Baulkham Hills",3,2,1,131m2,696m2,$1.00M,$1.10M,$425/w,$500/w,House 1970 131m2 696m2 Residence Residential - A 38/235047 ,16 Apr 2019 Sold ,05 Mar 2015 Sold $940k,29 Jan 2015 Listed for Sale AUCTION
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/4-harris-pl-baulkham-hills-nsw-2153-13438190,"4 Harris Pl, Baulkham Hills",3,1,1,,700m2,$1.10M,$1.20M,$425/w,$500/w,House 1980 700m2 Residential - A 495/DP235327 ,15 Apr 2019 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/29-cook-st-baulkham-hills-nsw-2153-4580815,"29 Cook St, Baulkham Hills",4,2,2,,1606m2,$1.60M,$1.80M,$500/w,$575/w,House 2000 1606m2 Residence Residential - A 5/216439 ,15 Apr 2019 Sold $180k,29 Jan 2002 Sold $383k,23 Jun 2000 Sold $410k
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/22-reiby-dr-baulkham-hills-nsw-2153-12412761,"22 Reiby Dr, Baulkham Hills",3,1,2,,696m2,$900k,$1.00M,$500/w,$575/w,House 1978 696m2 Residential - A 28/DP222862 ,13 Sep 2019 Listed for Rent ANOTHER LEASED BY CASSANDRA!,28 Jun 2019 Listed for Rent PER WEEK,28 Jun 2019 Listed for Rent $580
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/33-glanmire-rd-baulkham-hills-nsw-2153-19355687,"33 Glanmire Rd, Baulkham Hills",4,2,1,171m2,709m2,$1.00M,$1.10M,$575/w,$650/w,House 1970 171m2 709m2 Residential - A 403/238858 ,13 Apr 2019 Sold $1.04M,18 Mar 2019 Listed for Sale SOLD BY RAY WHITE BAULKHAM HILLS,16 Oct 2007 Sold $525k
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/293-windsor-rd-baulkham-hills-nsw-2153-2510111,"293 Windsor Rd, Baulkham Hills",2,4,2,303m2,714m2,$1.60M,$1.80M,$350/w,$425/w,House 2013 303m2 714m2 Residence Residential - A 2/388795 ,09 Apr 2019 Sold $1.50M,25 Oct 2010 Sold $370k,01 Apr 2010 Sold $370k
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/202-seven-hills-rd-baulkham-hills-nsw-2153-2486459,"202 Seven Hills Rd, Baulkham Hills",3,1,1,104m2,803m2,$1.00M,$1.10M,$500/w,$575/w,House 1970 104m2 803m2 Residence Residential - A 4/225841 ,06 Apr 2019 Sold $950k,24 Jan 2011 Sold $527k,05 Apr 2007 Sold $400k
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/10-fuchsia-ct-baulkham-hills-nsw-2153-12853708,"10 Fuchsia Ct, Baulkham Hills",4,2,2,141m2,808m2,$1.20M,$1.30M,$575/w,$650/w,House 1985 141m2 808m2 Residential - A 6242/259338 ,05 Apr 2019 Sold ,11 Dec 2013 Sold $910k,24 Sep 1998 Sold $275k
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/8-kelly-cl-baulkham-hills-nsw-2153-4437303,"8 Kelly Cl, Baulkham Hills",5,2,2,,852m2,$1.20M,$1.30M,$750/w,$850/w,House 1998 852m2 Residence Residential - A 607/714148 ,05 Apr 2019 Sold $1.16M,27 Jan 2019 Listed for Sale Sold | Zach Eadie 0432 293 750,24 Jan 2003 Sold $570k
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/42-palace-rd-baulkham-hills-nsw-2153-13040430,"42 Palace Rd, Baulkham Hills",3,1,1,,1022m2,$1.20M,$1.30M,$500/w,$575/w,House 1984 1022m2 Residential - A 1/560658 ,04 Apr 2019 Sold $1.00M,27 Jan 1984 Sold $73k,
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/17-george-muir-cl-baulkham-hills-nsw-2153-12949825,"17 George Muir Cl, Baulkham Hills",5,3,3,,921m2,$1.80M,$2.00M,$750/w,$850/w,House 2007 921m2 Residential - A 11/DP1008285 ,02 Apr 2019 Sold $1.74M,"24 Dec 2018 Listed for Sale $1,740,000",
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/7-nola-pl-baulkham-hills-nsw-2153-10260870,"7 Nola Pl, Baulkham Hills",5,3,2,,1086m2,$1.40M,$1.50M,$850/w,$950/w,House 1991 1086m2 Residential - A 7/DP800241 ,30 Mar 2019 Sold $1.37M,02 Mar 2019 Listed for Sale Sold At Auction | Zach Eadie 0432 293 750,18 Apr 2015 Listed for Rent $890
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/26-grevillea-gr-baulkham-hills-nsw-2153-4808958,"26 Grevillea Gr, Baulkham Hills",4,2,4,,696m2,$1.20M,$1.30M,$750/w,$850/w,House 1985 696m2 Residential - A 1/700560 ,17 May 2019 Listed for Rent $795,30 Mar 2019 Sold $1.04M,25 Feb 2019 Listed for Sale SOLD | DANIEL SARZANO
0,https://www.onthehouse.com.au/property/nsw/baulkham-hills-2153/2-joan-pl-baulkham-hills-nsw-2153-16085693,"2 Joan Pl, Baulkham Hills",3,1,2,,758m2,$1.00M,$1.10M,$425/w,$500/w,House 1980 758m2 Residential - A 16/220404 ,29 Mar 2019 Sold $920k,06 Mar 2006 Sold $423k,17 Jan 2000 Sold $270k
