,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/14-millhouse-pl-bella-vista-nsw-2153-13908582,"14 Millhouse Pl, Bella Vista",5,3,3,356m2,766m2,$1.32M,$1.98M,$750/w,$850/w,House 2004 356m2 766m2 Residential - A 1007/1043484 ,20 May 2014 Sold $1.20M,07 Mar 2003 Sold $439k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/22-prestige-ave-bella-vista-nsw-2153-4591444,"22 Prestige Ave, Bella Vista",4,2,3,226m2,722m2,$1.40M,$1.50M,$650/w,$750/w,House 2002 226m2 722m2 Vacant Land Residential - A 110/1030661 ,20 May 2014 Sold $1.05M,18 Dec 2001 Sold $269k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/2-warbroon-ct-bella-vista-nsw-2153-12884942,"2 Warbroon Ct, Bella Vista",4,2,2,,812m2,$1.40M,$1.50M,$750/w,$850/w,House 1998 812m2 Residential - A 42/837624 ,16 May 2014 Sold $1.15M,,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/86-linden-way-bella-vista-nsw-2153-4183985,"86 Linden Way, Bella Vista",3,2,2,280m2,285m2,$1.10M,$1.20M,$650/w,$750/w,House 2000 280m2 285m2 Residential - A 70/270240 ,14 May 2014 Sold $890k,,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/2-13-barina-downs-rd-bella-vista-nsw-2153-16316391,"2/13 Barina Downs Rd, Bella Vista",4,2,1,,798m2,$1.10M,$1.20M,$575/w,$650/w,House 1997 798m2 ,19 Feb 2019 Listed for Rent $600 per week,12 May 2014 Sold $780k,22 Jul 1997 Sold $152k
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/32-linden-way-bella-vista-nsw-2153-4292538,"32 Linden Way, Bella Vista",4,2,2,215m2,316m2,$1.20M,$1.30M,$750/w,$850/w,House 2002 215m2 316m2 Residence Residential - A 24/270240 ,07 May 2014 Sold $872k,27 Feb 2004 Sold $615k,28 Sep 2001 Sold $449k
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/45-bingara-cres-bella-vista-nsw-2153-12778861,"45 Bingara Cres, Bella Vista",4,2,2,183m2,717m2,$1.20M,$1.30M,$650/w,$750/w,House 1992 183m2 717m2 Residential - A 208/830931 ,22 Jun 2017 Rented $750,18 May 2017 Rented $750,20 Oct 2016 Rented $800
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/14-linden-way-bella-vista-nsw-2153-2285452,"14 Linden Way, Bella Vista",4,2,2,,397m2,$1.20M,$1.30M,$750/w,$850/w,House 2001 397m2 Residence Residential - A 32/270240 ,25 May 2006 Sold $640k,21 Dec 2001 Sold $445k,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/2-lilyvale-cl-bella-vista-nsw-2153-13945127,"2 Lilyvale Cl, Bella Vista",5,3,2,,,$1.30M,$1.40M,$650/w,$750/w,House Residential - A 130/DP1030661 ,03 May 2014 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/bella-vista-2153/8-observatory-rise-bella-vista-nsw-2153-4330732,"8 Observatory Rise, Bella Vista",5,3,3,385m2,732m2,$2.00M,$2.20M,$1100/w,$1250/w,House 2008 385m2 732m2 Vacant Land Residential - A 42/1050924 ,24 Apr 2014 Sold $1.46M,07 Nov 2003 Sold $446k,05 Aug 2003 Sold $446k
