,Link,address,Bedrooms,Bathrooms,Car spaces,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Floor area,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/1-7-eileen-st-ryde-nsw-2112-14220817,"1/7 Eileen St, Ryde",4,1,1,828m2,$1.40M,$1.50M,$575/w,$650/w,House 2009 828m2 Residential - A 1/SP92858 ,09 Dec 2016 Sold $1.38M,"29 Jul 2016 Listed for Sale SOLD FOR $1,380,000",,24 Nov 2014 Listed for Sale Contact Agent
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/33-aeolus-ave-ryde-nsw-2112-12748093,"33 Aeolus Ave, Ryde",3,2,2,822m2,$1.60M,$1.80M,$575/w,$650/w,House 1960 133m2 822m2 Residential - A 72/12753 ,01 Jan 1970 Sold ,,133m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/38-arthur-st-ryde-nsw-2112-4815264,"38 Arthur St, Ryde",5,3,2,670m2,$2.00M,$2.20M,$1100/w,$1250/w,House 2000 305m2 670m2 Residence Residential - A 9/524648 ,28 Nov 2016 Sold $2.18M,"22 Sep 2016 Listed for Sale SOLD AT AUCTION FOR $2,180,000",305m2,27 Mar 2013 Sold $1.29M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/7-dunbar-st-ryde-nsw-2112-13641181,"7 Dunbar St, Ryde",3,1,1,701m2,$1.50M,$1.60M,$500/w,$575/w,House 1955 122m2 701m2 Residential - A 27/27143 ,25 Nov 2016 Sold $1.43M,,122m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/29-keppel-rd-ryde-nsw-2112-4391515,"29 Keppel Rd, Ryde",3,1,1,187m2,$1.60M,$1.80M,$350/w,$425/w,House 2003 168m2 187m2 Residence Residential - A 2221/1222984 ,18 Nov 2016 Sold $1.59M,05 Aug 2015 Sold $1.40M,168m2,08 Oct 2013 Sold $500k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/229-buffalo-rd-ryde-nsw-2112-13732401,"229 Buffalo Rd, Ryde",5,3,2,695m2,$1.60M,$1.80M,$950/w,$1100/w,House 1950 187m2 695m2 Residential - A 4/365947 ,17 Nov 2016 Sold $1.59M,09 May 2016 Sold $1.48M,187m2,"16 Mar 2016 Listed for Sale Auction Price Guide $1,450,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/39--41-devlin-st-ryde-nsw-2112-13936469,"39-41 Devlin St, Ryde",4,2,2,2980m2,$895k,$1.34M,,,House 1979 2980m2 Business - B 200/1006373 ,17 Nov 2016 Sold $14.54M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/11-clayton-st-ryde-nsw-2112-4966428,"11 Clayton St, Ryde",3,3,2,550m2,$1.60M,$1.80M,$650/w,$750/w,House 1970 135m2 550m2 Residence Residential - A 57/35169 ,17 Nov 2016 Sold $1.51M,17 Nov 2016 Sold $1.51M,135m2,06 Jul 2009 Sold $670k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/11a-clayton-st-ryde-nsw-2112-12425911,"11a Clayton St, Ryde",2,1,1,550m2,$2.00M,$2.20M,$425/w,$500/w,House 1980 278m2 550m2 Residential - A 58/DP35169 ,14 Nov 2016 Sold $1.46M,"20 Sep 2016 Listed for Sale $1,455,000",278m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/23-addington-ave-ryde-nsw-2112-13765969,"23 Addington Ave, Ryde",4,2,2,727m2,$1.60M,$1.80M,$850/w,$950/w,House 1980 727m2 Residential - A C/396072 ,14 Nov 2016 Sold $1.55M,"08 Sep 2016 Listed for Sale SOLD AT AUCTION FOR $1,545,000",,06 Aug 1980 Sold $70k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/221a-quarry-rd-ryde-nsw-2112-19724506,"221a Quarry Rd, Ryde",5,3,2,570m2,$1.60M,$1.80M,$950/w,$1100/w,House 2016 203m2 570m2 Residential - A ,12 Nov 2016 Sold $1.78M,,203m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/47-hancott-st-ryde-nsw-2112-13216809,"47 Hancott St, Ryde",3,1,1,701m2,$1.50M,$1.60M,$575/w,$650/w,House 1960 119m2 701m2 Residential - A 5/31665 ,07 Nov 2016 Sold $1.43M,,119m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/34-willow-cres-ryde-nsw-2112-13372823,"34 Willow Cres, Ryde",3,2,1,524m2,$1.40M,$1.50M,$575/w,$650/w,House 1979 524m2 Residential - A 6/28371 ,07 Nov 2016 Sold $1.29M,"26 Aug 2016 Listed for Sale $1,285,000",,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/20-rocca-st-ryde-nsw-2112-13397200,"20 Rocca St, Ryde",4,3,2,537m2,$1.60M,$1.80M,$750/w,$850/w,House 1960 215m2 537m2 Residential - A 30/28522 ,07 Nov 2016 Sold $1.57M,28 Mar 1983 Sold $100k,215m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/9-colston-st-ryde-nsw-2112-12885274,"9 Colston St, Ryde",4,2,2,575m2,$1.60M,$1.80M,$300/w,$350/w,House 2018 178m2 575m2 Residential - A 8/10358 ,31 Aug 2018 Listed for Rent $880             Weekly,04 Nov 2016 Sold $1.63M,178m2,01 Jan 1970 Sold 
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/55-samuel-st-ryde-nsw-2112-12951327,"55 Samuel St, Ryde",3,1,1,613m2,$1.50M,$1.60M,$650/w,$750/w,House 1978 613m2 Residential - A 18/27143 ,02 Nov 2016 Sold $1.51M,19 Sep 2016 Sold $1.51M,,"23 Aug 2016 Listed for Sale $1,510,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/221-quarry-rd-ryde-nsw-2112-4653416,"221 Quarry Rd, Ryde",4,2,2,570m2,$1.44M,$1.94M,,,House 2017 203m2 570m2 Residence Residential - A 19/12918 ,02 Nov 2016 Sold $1.78M,27 Oct 2010 Sold $710k,203m2,05 Mar 2010 Sold $710k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/27-greene-ave-ryde-nsw-2112-4814711,"27 Greene Ave, Ryde",3,1,2,731m2,$2.00M,$2.20M,$575/w,$650/w,House 1980 297m2 731m2 Residential - A 14/10373 ,01 Nov 2016 Sold $2.01M,10 Jan 2000 Sold $390k,297m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/36-addington-ave-ryde-nsw-2112-19053754,"36 Addington Ave, Ryde",6,4,4,581m2,$1.80M,$2.00M,$750/w,$850/w,House 1950 7m2 581m2 Residential - A 72/10504 ,13 Feb 2020 Listed for Sale Contact Agent,31 Oct 2016 Sold $1.63M,7m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/1-meta-st-ryde-nsw-2112-9128714,"1 Meta St, Ryde",3,2,1,575m2,$1.50M,$1.60M,$425/w,$500/w,House 1960 114m2 575m2 Residence Residential - A 17/30097 ,31 Oct 2016 Sold $1.50M,02 Jul 2010 Sold $827k,114m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/6-24--28-cressy-rd-ryde-nsw-2112-13750280,"6/24-28 Cressy Rd, Ryde",2,1,1,3367m2,$800k,$900k,$425/w,$500/w,House 1986 89m2 3367m2 Residential - A 6/SP31179 ,28 Oct 2016 Sold $880k,25 Aug 2016 Listed for Sale Contact Agent,89m2,28 Nov 2013 Sold $647k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/12-arnold-st-ryde-nsw-2112-13788453,"12 Arnold St, Ryde",4,3,2,575m2,$2.60M,$2.80M,$650/w,$750/w,House 2013 265m2 575m2 Residence Residential - A 20/30761 ,28 Oct 2016 Sold $2.60M,19 Oct 2012 Sold $840k,265m2,20 Dec 1985 Sold $86k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/10-watt-ave-ryde-nsw-2112-12458957,"10 Watt Ave, Ryde",3,1,1,689m2,$1.60M,$1.80M,$650/w,$750/w,House 1960 130m2 689m2 Residential - A 10/201073 ,26 Oct 2016 Sold $1.47M,16 Jan 2014 Sold $865k,130m2,10 Jul 1996 Sold $260k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/18-dobson-cres-ryde-nsw-2112-8172048,"18 Dobson Cres, Ryde",3,1,1,512m2,$1.40M,$1.50M,$500/w,$575/w,House 1980 512m2 Residential - A 30/24598 ,26 Oct 2016 Sold $1.30M,19 Sep 2016 Sold $1.30M,,"03 Aug 2016 Listed for Sale For Sale $1,300,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/57-greene-ave-ryde-nsw-2112-12945977,"57 Greene Ave, Ryde",2,1,2,638m2,$1.50M,$1.60M,$500/w,$575/w,House 1978 638m2 Residential - A 40/DP23652 ,24 Oct 2016 Sold $1.35M,16 Aug 2016 Listed for Sale Contact Agent,,05 Apr 2016 Sold $1.23M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/32a-bowden-st-ryde-nsw-2112-20006005,"32a Bowden St, Ryde",4,3,1,299m2,$1.60M,$1.80M,$425/w,$500/w,House 1970 299m2 Residential - A A/DP385028 ,24 Oct 2016 Sold $1.60M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5-18-aitchandar-rd-ryde-nsw-2112-2512807,"5/18 Aitchandar Rd, Ryde",2,2,1,1683m2,$900k,$1.00M,$500/w,$575/w,House 2004 76m2 1683m2 Residential - A 5/SP72976 ,21 Oct 2016 Sold $920k,26 Nov 2007 Sold $478k,76m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/16-aeolus-ave-ryde-nsw-2112-3767202,"16 Aeolus Ave, Ryde",5,3,2,695m2,$2.20M,$2.40M,$950/w,$1100/w,House 2009 287m2 695m2 Residential - A 47/12753 ,20 Oct 2016 Sold $2.45M,"21 Jul 2016 Listed for Sale SOLD AT AUCTION FOR $2,450,000",287m2,22 Jun 2004 Sold $110k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/6-stuart-st-ryde-nsw-2112-13183507,"6 Stuart St, Ryde",4,2,1,766m2,$1.60M,$1.80M,$500/w,$575/w,House 1940 127m2 766m2 Residential - A 38/DP12670 ,17 Oct 2016 Sold $1.51M,,127m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/32-greene-ave-ryde-nsw-2112-12856619,"32 Greene Ave, Ryde",4,3,2,724m2,$1.60M,$1.80M,$575/w,$650/w,House 1984 724m2 Residential - A 39/10573 ,23 Mar 1984 Sold $125k,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/32-bowden-st-ryde-nsw-2112-13797927,"32 Bowden St, Ryde",4,3,2,299m2,,,$425/w,$500/w,House 2016 205m2 299m2 Residential - A A/385028 ,12 Oct 2016 Sold $1.56M,"16 Apr 2016 Listed for Sale Asking Price $1,580,000",205m2,15 Apr 2015 Listed for Sale undefined
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/37-samuel-st-ryde-nsw-2112-12804894,"37 Samuel St, Ryde",5,5,2,506m2,$2.40M,$2.60M,$425/w,$500/w,House 2015 311m2 506m2 Residential - A 9/27143 ,06 Oct 2016 Sold $2.30M,07 Jul 2016 Listed for Sale Contact Agent,311m2,12 Jun 2015 Sold $1.24M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/787-victoria-rd-ryde-nsw-2112-13847023,"787 Victoria Rd, Ryde",2,1,1,170m2,$782k,$955k,,,House 1978 90m2 170m2 Residential - A C1/391931 ,05 Oct 2016 Sold $718k,29 Jan 1998 Sold $207k,90m2,04 Jul 1978 Sold $26k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/7-maze-ave-ryde-nsw-2112-3655865,"7 Maze Ave, Ryde",2,1,1,505m2,$1.30M,$1.40M,$500/w,$575/w,House 1965 204m2 505m2 Residential - A 12/25720 ,27 Sep 2016 Rented $670,27 Sep 2016 Sold $1.30M,204m2,14 Sep 2016 Listed for Rent Deposit Taken
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/79-church-st-ryde-nsw-2112-12281268,"79 Church St, Ryde",4,2,1,499m2,$1.50M,$1.60M,$575/w,$650/w,House 1986 499m2 Residential - A 3/DP506756 ,26 Sep 2016 Sold $1.15M,17 Feb 1986 Sold $62k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2-14-frederick-st-ryde-nsw-2112-4361563,"2/14 Frederick St, Ryde",3,2,1,817m2,$1.20M,$1.30M,$575/w,$650/w,House 1999 817m2 Residence Residential - A 2/SP46052 ,26 Sep 2016 Sold $1.24M,20 Jul 2016 Listed for Sale Auction 13/8/16 at 3.00pm On site,,24 Aug 2010 Sold $835k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/28-thorn-st-ryde-nsw-2112-13121607,"28 Thorn St, Ryde",2,1,2,678m2,$2.40M,$2.60M,$425/w,$500/w,House 1979 678m2 Residential - A 1/DP12080 ,24 Sep 2016 Listed for Rent **Application Taken**,23 Sep 2016 Sold $1.65M,,"29 Jul 2016 Listed for Sale SOLD PRIOR TO AUCTION FOR $1,650,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/504e-7-lardelli-dr-ryde-nsw-2112-19567375,"504e/7 Lardelli Dr, Ryde",3,2,2,2675m2,$800k,$900k,$500/w,$575/w,House 2014 2675m2 Residential - A 54/SP89440 ,23 Sep 2016 Sold $1.30M,"26 Feb 2016 Listed for Sale $1,500,000",,14 Jul 2014 Sold $1.12M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/29-hinkler-ave-ryde-nsw-2112-4774465,"29 Hinkler Ave, Ryde",4,2,2,607m2,$1.80M,$2.00M,$650/w,$750/w,House 1950 205m2 607m2 Residence Residential - A 19/16013 ,23 Sep 2016 Sold $1.86M,22 May 2013 Sold $1.09M,205m2,23 Mar 2013 Sold $1.08M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/9-gardener-ave-ryde-nsw-2112-13697083,"9 Gardener Ave, Ryde",3,2,2,752m2,$1.60M,$1.80M,$575/w,$650/w,House 1975 114m2 752m2 Residential - A 8/DP11381 ,18 Apr 2019 Listed for Rent $630,18 Apr 2019 Listed for Rent DEPOSIT TAKEN,114m2,22 Sep 2016 Sold $1.57M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/68-fawcett-st-ryde-nsw-2112-4243779,"68 Fawcett St, Ryde",3,1,1,600m2,$1.40M,$1.50M,$425/w,$500/w,House 1960 600m2 Residence Residential - A 63/36579 ,22 Sep 2016 Sold $1.05M,19 Feb 2009 Sold $620k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/24-heath-st-ryde-nsw-2112-13208267,"24 Heath St, Ryde",3,1,1,518m2,$1.40M,$1.50M,$575/w,$650/w,House 1978 518m2 Residential - A 20/DP27089 ,19 Sep 2016 Sold $1.40M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/1-semple-st-ryde-nsw-2112-2530380,"1 Semple St, Ryde",3,1,1,815m2,$1.60M,$1.80M,$500/w,$575/w,House 1940 815m2 Residence Residential - A 1/27668 ,20 Sep 2016 Listed for Rent $520,16 Sep 2016 Sold $1.48M,,11 Dec 2014 Sold $1.28M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/22-lardelli-dr-ryde-nsw-2112-19712282,"22 Lardelli Dr, Ryde",3,3,2,234m2,$1.60M,$1.80M,$850/w,$950/w,House 2012 174m2 234m2 ,15 Sep 2016 Sold $1.65M,13 Feb 2015 Sold $991k,174m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/39-boyce-st-ryde-nsw-2112-3484699,"39 Boyce St, Ryde",5,3,2,695m2,$2.20M,$2.40M,$650/w,$750/w,House 1980 335m2 695m2 Residence Residential - A 263/12999 ,"01 Jun 2018 Listed for Rent $1,375",12 Sep 2016 Sold $2.18M,335m2,10 Aug 2015 Sold $2.06M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/334-morrison-rd-ryde-nsw-2112-12346735,"334 Morrison Rd, Ryde",4,2,1,655m2,$1.50M,$1.60M,$750/w,$850/w,House 2016 655m2 Residential - A 19/DP11918 ,05 Sep 2016 Sold $1.25M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/8-nerang-st-ryde-nsw-2112-13091379,"8 Nerang St, Ryde",5,2,2,708m2,$1.60M,$1.80M,$850/w,$950/w,House 1979 708m2 Residential - A 24/DP29461 ,05 Sep 2016 Sold $1.48M,01 Jan 1970 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/15-goulding-rd-ryde-nsw-2112-13353790,"15 Goulding Rd, Ryde",4,2,1,674m2,$1.60M,$1.80M,$650/w,$750/w,House 1960 674m2 Residential - A 45/12670 ,05 Sep 2016 Sold $1.14M,"01 Jul 2016 Listed for Sale SOLD AT AUCTION FOR $1,138,000",,01 Jan 1970 Sold 
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/229-quarry-rd-ryde-nsw-2112-12561217,"229 Quarry Rd, Ryde",6,4,2,999m2,$2.60M,$2.80M,$500/w,$575/w,House 1950 120m2 999m2 Residential - A 15/DP12918 ,02 Sep 2016 Sold $2.83M,26 Sep 1988 Sold $171k,120m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/176-quarry-rd-ryde-nsw-2112-13527197,"176 Quarry Rd, Ryde",4,3,2,662m2,$2.40M,$2.60M,$650/w,$750/w,"House 1975 317m2 662m2 Residential - A 12,13/239671 ",02 Sep 2016 Sold $2.95M,"11 Feb 2016 Listed for Sale SOLD FOR $2,950,000",317m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5-1--3-beazley-st-ryde-nsw-2112-12728083,"5/1-3 Beazley St, Ryde",2,2,2,1168m2,$750k,$800k,$500/w,$575/w,House 2000 108m2 1168m2 Residential - A ,30 Aug 2016 Sold $740k,,108m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/23a-aitchandar-rd-ryde-nsw-2112-12572916,"23a Aitchandar Rd, Ryde",3,1,3,948m2,$1.80M,$2.00M,$500/w,$575/w,House 1980 948m2 Residential - A B/DP33001 ,29 Aug 2016 Sold $1.38M,22 Jun 2016 Listed for Sale Auction Unless Sold Prior,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/4-3-devlin-st-ryde-nsw-2112-11636871,"4/3 Devlin St, Ryde",2,1,1,1009m2,$700k,$750k,$425/w,$500/w,House 1999 119m2 1009m2 Residential - A 4/SP58876 ,26 Aug 2016 Sold $770k,"22 Jun 2016 Listed for Sale SOLD PRIOR TO AUCTION FOR $770,000",119m2,24 Jul 2014 Sold $285k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/28-heath-st-ryde-nsw-2112-13581957,"28 Heath St, Ryde",3,1,1,650m2,$1.30M,$1.40M,$575/w,$650/w,House 1980 650m2 Residential - A 52/7465 ,10 Oct 2016 Listed for Rent $580,26 Aug 2016 Sold $1.19M,,17 Dec 1993 Sold $98k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/17-smith-st-ryde-nsw-2112-13352050,"17 Smith St, Ryde",3,1,1,417m2,$1.10M,$1.20M,$350/w,$425/w,House 1910 120m2 417m2 Residential - A B/443469 ,19 Aug 2016 Sold $1.04M,21 Apr 2016 Listed for Sale Contact Agent,120m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/15-smith-st-ryde-nsw-2112-2257939,"15 Smith St, Ryde",2,1,1,417m2,$1.20M,$1.30M,$500/w,$575/w,House 1910 417m2 Residential - A A/443469 ,19 Aug 2016 Sold $1.04M,17 Feb 2012 Rented $450,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/20-dunbar-st-ryde-nsw-2112-2187160,"20 Dunbar St, Ryde",3,2,3,531m2,$1.50M,$1.60M,$575/w,$650/w,House 1981 531m2 Residential - A 41/27143 ,10 Jul 2020 Listed for Rent DEPOSIT TAKEN!,16 May 2018 Listed for Rent $590,,15 Aug 2016 Sold $1.33M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5a-dobson-cres-ryde-nsw-2112-7511160,"5a Dobson Cres, Ryde",4,2,2,607m2,$1.60M,$1.80M,$650/w,$750/w,House 1960 159m2 607m2 Residence Residential - A 45/DP24598 ,10 Aug 2016 Sold $1.56M,01 Oct 2010 Sold $780k,159m2,13 Feb 1986 Sold $79k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/95-bowden-st-ryde-nsw-2112-2056978,"95 Bowden St, Ryde",4,2,2,613m2,$1.80M,$2.00M,$950/w,$1100/w,House 1902 186m2 613m2 Residence Residential - A 101/1055980 ,08 Aug 2016 Sold $1.91M,29 Apr 2016 Rented $850,186m2,09 Apr 2015 Sold $1.45M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/211-quarry-rd-ryde-nsw-2112-4070336,"211 Quarry Rd, Ryde",4,1,2,556m2,$1.40M,$1.50M,$575/w,$650/w,House 1950 556m2 Residential - A B/36775 ,08 Aug 2016 Sold $1.15M,15 Apr 2014 Sold $835k,,29 Jan 1996 Sold $206k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/25-heath-st-ryde-nsw-2112-4748390,"25 Heath St, Ryde",6,3,2,650m2,$2.20M,$2.40M,$425/w,$500/w,House 2000 328m2 650m2 Residential - A 70/7465 ,08 Aug 2016 Sold $2.38M,28 Jun 2000 Sold $366k,328m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/80-higginbotham-rd-ryde-nsw-2112-11081085,"80 Higginbotham Rd, Ryde",4,2,2,656m2,$1.60M,$1.80M,$650/w,$750/w,House 1998 715m2 656m2 Residence Residential - A 819/752035 ,05 Aug 2016 Sold $1.39M,29 Jul 2011 Sold $750k,715m2,11 Jun 1998 Sold $320k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/13-hinkler-ave-ryde-nsw-2112-12459853,"13 Hinkler Ave, Ryde",5,2,2,607m2,$1.80M,$2.00M,$850/w,$950/w,House 1995 328m2 607m2 Residential - A 27/DP16013 ,03 Aug 2016 Sold $1.34M,09 May 2016 Listed for Sale AUCTION,328m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/19-keppel-rd-ryde-nsw-2112-4686645,"19 Keppel Rd, Ryde",6,4,2,673m2,$2.00M,$2.20M,$850/w,$950/w,House 1960 228m2 673m2 Residence Residential - A 217/12999 ,02 Aug 2016 Sold $1.60M,18 Jun 2014 Sold $1.36M,228m2,25 Aug 2010 Sold $313k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-jennifer-st-ryde-nsw-2112-4814718,"3 Jennifer St, Ryde",4,2,2,790m2,$1.80M,$2.00M,$500/w,$575/w,House 1985 158m2 790m2 Residential - A 3/28069 ,02 Aug 2016 Sold $1.60M,07 Dec 1999 Sold $492k,158m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/15-thorn-st-ryde-nsw-2112-13283980,"15 Thorn St, Ryde",6,2,2,704m2,$1.80M,$2.00M,$750/w,$850/w,House 1920 184m2 704m2 Residential - A B/DP313228 ,27 Jun 2019 Listed for Rent $825,27 Jun 2019 Listed for Rent DEPOSIT TAKEN BY RAINE & HORNE FIVE DOCK 8757 0888,184m2,01 Aug 2016 Sold $1.62M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/26-charles-st-ryde-nsw-2112-12798598,"26 Charles St, Ryde",4,2,2,810m2,$1.80M,$2.00M,$950/w,$1100/w,House 1940 128m2 810m2 Residential - A 46/DP8329 ,30 Jul 2020 Listed for Sale Auction On Site August 29 at 11am,29 Jul 2016 Sold $1.55M,128m2,25 May 2016 Listed for Sale SOLD AT AUCTION
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/54-church-st-ryde-nsw-2112-2556506,"54 Church St, Ryde",4,2,-,512m2,$1.30M,$1.40M,$650/w,$750/w,House 1950 181m2 512m2 Residence Residential - A C/361743 ,27 Jul 2016 Sold $951k,08 Apr 2015 Listed for Rent **Application Taken**,181m2,15 Apr 2014 Sold $800k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/11-milne-st-ryde-nsw-2112-4632859,"11 Milne St, Ryde",3,1,3,556m2,$1.50M,$1.60M,$425/w,$500/w,House 1960 96m2 556m2 Residence Residential - A 28/35625 ,25 Jul 2016 Sold $1.57M,22 Jun 2016 Listed for Sale Contact Agent,96m2,01 May 2013 Sold $875k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/16-badajoz-rd-ryde-nsw-2112-12756456,"16 Badajoz Rd, Ryde",3,1,1,766m2,$1.60M,$1.80M,$650/w,$750/w,House 1930 123m2 766m2 Residential - A 25/9571 ,22 Jul 2016 Sold $1.42M,"05 May 2016 Listed for Sale $1,415,000",123m2,31 May 1994 Sold $225k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/4-192--194-buffalo-rd-ryde-nsw-2112-17852445,"4/192-194 Buffalo Rd, Ryde",3,2,2,1887m2,$1.03M,$1.40M,,,House 2012 110m2 1887m2 Residential - A 4/SP87044 ,18 Jul 2016 Sold $1.30M,06 Nov 2012 Sold $770k,110m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/14-santarosa-ave-ryde-nsw-2112-12570841,"14 Santarosa Ave, Ryde",3,1,1,486m2,$1.40M,$1.50M,$650/w,$750/w,House 1950 97m2 486m2 Residential - A 8/30420 ,15 Jul 2016 Sold $1.32M,15 Jul 2016 Sold $1.32M,97m2,29 May 2008 Sold $650k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/24-forrest-rd-ryde-nsw-2112-4376710,"24 Forrest Rd, Ryde",3,1,2,464m2,$1.50M,$1.60M,$575/w,$650/w,House 1960 104m2 464m2 Residence Residential - A B/372455 ,14 Jul 2016 Sold $1.56M,17 Jul 2003 Sold $573k,104m2,18 Mar 1994 Sold $206k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/103-church-st-ryde-nsw-2112-13825499,"103 Church St, Ryde",1,1,1,550m2,$1.21M,$1.81M,,,House 1980 550m2 Residential - A A/DP339373 ,11 Jul 2016 Sold $2.95M,17 Dec 1984 Sold $90k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/16-elizabeth-st-ryde-nsw-2112-13200622,"16 Elizabeth St, Ryde",3,1,2,673m2,$1.60M,$1.80M,$575/w,$650/w,House 1960 108m2 673m2 Residential - A 179/DP12999 ,04 Jul 2016 Sold $1.45M,24 Apr 1979 Sold $65k,108m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/21-olive-st-ryde-nsw-2112-13537655,"21 Olive St, Ryde",3,1,1,600m2,$1.50M,$1.60M,$650/w,$750/w,House 1960 125m2 600m2 Residential - A 7/DP26473 ,04 Jul 2016 Sold $1.35M,03 Jun 1980 Sold $71k,125m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/182-blaxland-rd-ryde-nsw-2112-12613793,"182 Blaxland Rd, Ryde",3,2,2,702m2,$2.01M,$3.01M,,,House 1987 702m2 Commercial - C 21/6046 ,01 Sep 1987 Sold $170k,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/184-blaxland-rd-ryde-nsw-2112-12801213,"184 Blaxland Rd, Ryde",4,2,2,341m2,$2.17M,$3.25M,,,House 1973 341m2 Residential - A 1/DP938083 ,27 Nov 1973 Sold $20k,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/186-blaxland-rd-ryde-nsw-2112-13283577,"186 Blaxland Rd, Ryde",2,1,-,341m2,$1.44M,$1.95M,,,House 1978 115m2 341m2 Residential - A 1/DP962761 ,,,115m2,
