,Link,address,Bedrooms,Bathrooms,Car spaces,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Floor area,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/36-lavarack-st-ryde-nsw-2112-13030405,"36 Lavarack St, Ryde",4,3,2,771m2,$1.50M,$1.60M,$575/w,$650/w,House 1992 771m2 Residential - A 38/31147 ,08 Dec 2019 Sold ,31 Jul 1992 Sold $265k,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/42-fawcett-st-ryde-nsw-2112-13479928,"42 Fawcett St, Ryde",3,1,1,478m2,$1.30M,$1.40M,$575/w,$650/w,House 1957 478m2 Residential - A 23/DP29029 ,07 Dec 2019 Sold $1.38M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/4a-smalls-rd-ryde-nsw-2112-13528395,"4a Smalls Rd, Ryde",4,2,2,704m2,$1.50M,$1.60M,$575/w,$650/w,House 1971 704m2 Residential - A 45/DP29029 ,07 Dec 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/8-zola-ave-ryde-nsw-2112-13730194,"8 Zola Ave, Ryde",3,2,2,638m2,$1.60M,$1.80M,$575/w,$650/w,House 1981 638m2 Residential - A 28/DP28191 ,07 Dec 2019 Sold $1.61M,18 Feb 2019 Sold ,,24 Aug 1981 Sold $78k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/23-constitution-rd-ryde-nsw-2112-4775987,"23 Constitution Rd, Ryde",3,2,3,632m2,$1.50M,$1.60M,$575/w,$650/w,House 1910 119m2 632m2 Residence Residential - A 3/23753 ,05 Dec 2019 Sold $1.56M,30 Apr 2009 Sold $618k,119m2,07 May 1999 Sold $325k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/4-cameron-cres-ryde-nsw-2112-12635220,"4 Cameron Cres, Ryde",4,1,1,702m2,$1.60M,$1.80M,$500/w,$575/w,House 1981 702m2 Residential - A 20/DP13732 ,03 Dec 2019 Sold $1.61M,04 Mar 2019 Sold ,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/42-lavarack-st-ryde-nsw-2112-13503212,"42 Lavarack St, Ryde",3,2,2,575m2,$1.50M,$1.60M,$575/w,$650/w,House 1984 575m2 Residential - A 41/31147 ,03 Dec 2019 Sold ,30 Jun 1994 Sold $225k,,30 Jun 1994 Sold $225k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/84a-higginbotham-rd-ryde-nsw-2112-4652382,"84a Higginbotham Rd, Ryde",3,2,2,708m2,$1.80M,$2.00M,$650/w,$750/w,House 2001 708m2 Residence Residential - A 2/865625 ,30 Nov 2019 Sold $1.69M,31 Oct 2019 Listed for Sale Sold by Neil Robson 0414 598 554,,19 Jul 2001 Sold $315k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/38-john-miller-st-ryde-nsw-2112-13479016,"38 John Miller St, Ryde",4,2,2,694m2,$1.50M,$1.60M,$500/w,$575/w,House 1978 694m2 Residential - A 10/DP27344 ,28 Nov 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/126-quarry-rd-ryde-nsw-2112-2174745,"126 Quarry Rd, Ryde",3,1,1,474m2,$1.50M,$1.60M,$500/w,$575/w,House 1950 474m2 Residential - A 12/23652 ,28 Nov 2019 Sold $1.45M,12 Aug 2013 Sold $785k,,03 Aug 2005 Sold $525k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/18a-arthur-st-ryde-nsw-2112-4589801,"18a Arthur St, Ryde",5,3,2,909m2,$1.80M,$2.00M,$950/w,$1100/w,House 1980 284m2 909m2 Residence Residential - A 54/DP790125 ,28 Nov 2019 Sold $1.68M,"17 Oct 2019 Listed for Sale Guide - $1,650,000",284m2,"27 Nov 2018 Listed for Rent $1,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/23-allan-ave-ryde-nsw-2112-12771779,"23 Allan Ave, Ryde",3,2,1,306m2,$1.30M,$1.40M,$650/w,$750/w,House 1992 146m2 306m2 Residential - A 2/DP876175 ,26 Nov 2019 Sold $1.27M,18 Apr 2016 Sold $1.28M,146m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/22-tunks-st-ryde-nsw-2112-13163922,"22 Tunks St, Ryde",4,2,2,794m2,$2.00M,$2.20M,$575/w,$650/w,House 1977 794m2 Residential - A 2/DP255957 ,25 Nov 2019 Sold ,21 Mar 1977 Sold $20k,,21 Mar 1977 Sold $20k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-martin-st-ryde-nsw-2112-13472500,"3 Martin St, Ryde",4,2,1,586m2,$1.60M,$1.80M,$425/w,$500/w,House 1983 586m2 Residential - A 20/DP24598 ,24 Nov 2019 Sold $1.47M,"24 Oct 2019 Listed for Sale $1,465,000",,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/10-brian-st-ryde-nsw-2112-13333640,"10 Brian St, Ryde",3,1,1,513m2,$1.30M,$1.40M,$575/w,$650/w,House 1980 513m2 Residential - A 14/DP28281 ,22 Nov 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/39-clermont-ave-ryde-nsw-2112-13458150,"39 Clermont Ave, Ryde",3,1,2,777m2,$2.40M,$2.60M,$575/w,$650/w,House 1978 777m2 Residential - A 4/DP12753 ,21 Nov 2019 Sold $2.70M,06 Nov 2017 Sold $1.63M,,01 Sep 2017 Listed for Sale SOLD AT AUCTION
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-argyle-ave-ryde-nsw-2112-2076175,"3 Argyle Ave, Ryde",4,2,2,398m2,$1.80M,$2.00M,$750/w,$850/w,House 1920 170m2 398m2 Residential - A 2/314631 ,20 Nov 2019 Sold $1.98M,18 Oct 2004 Sold $755k,170m2,18 Oct 2004 Sold $755k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/23-tunks-st-ryde-nsw-2112-3326455,"23 Tunks St, Ryde",5,3,2,601m2,$1.80M,$2.00M,$575/w,$650/w,House 2008 601m2 Residential - A 4/255957 ,19 Nov 2019 Sold ,19 Nov 2019 Sold $1.70M,,17 Oct 2019 Listed for Sale OFFERED by REMAX
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/195-buffalo-rd-ryde-nsw-2112-13364507,"195 Buffalo Rd, Ryde",2,1,2,675m2,$2.20M,$2.40M,$200/w,$250/w,House 1978 675m2 Residential - A 2/DP13732 ,25 Nov 2019 Listed for Rent DEPOSIT TAKEN,18 Nov 2019 Sold $1.46M,,17 Nov 2019 Sold $1.46M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/30-cressy-rd-ryde-nsw-2112-12908155,"30 Cressy Rd, Ryde",3,1,1,481m2,$1.60M,$1.80M,$575/w,$650/w,House 1980 481m2 Residential - A 151/869962 ,16 Nov 2019 Sold $1.55M,16 Dec 2016 Sold $1.19M,,05 Oct 2016 Listed for Sale Contact Agent
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/39-ronald-ave-ryde-nsw-2112-13111276,"39 Ronald Ave, Ryde",3,1,1,562m2,$1.40M,$1.50M,$575/w,$650/w,House 1970 137m2 562m2 Residential - A 25A/DP26696 ,14 Jan 2020 Listed for Rent Deposit taken,16 Nov 2019 Sold $1.47M,137m2,24 Jan 2019 Sold $1.18M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/85-potts-st-ryde-nsw-2112-12635197,"85 Potts St, Ryde",4,1,1,1144m2,$2.00M,$2.20M,$650/w,$750/w,House 1978 1144m2 Residential - A 9/DP29330 ,14 Nov 2019 Sold ,17 Oct 2019 Listed for Sale SOLD PRIOR TO AUCTION | Robert Bagala 0418 220 882,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/1-cressy-rd-ryde-nsw-2112-11961093,"1 Cressy Rd, Ryde",3,2,2,696m2,$1.50M,$1.60M,$425/w,$500/w,House 1940 128m2 696m2 Residential - A 14/6527 ,13 Nov 2019 Sold $1.53M,24 Jan 2012 Sold $800k,128m2,20 Sep 2004 Sold $616k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2a-ivy-st-ryde-nsw-2112-11985896,"2a Ivy St, Ryde",4,2,2,333m2,$1.40M,$1.50M,$850/w,$950/w,House 1984 333m2 Residential - A 2/DP29353 ,08 Nov 2019 Sold $1.31M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/22-badajoz-rd-ryde-nsw-2112-12751541,"22 Badajoz Rd, Ryde",6,4,1,766m2,$2.20M,$2.40M,$575/w,$650/w,House 1983 766m2 Residential - A 22/DP9571 ,08 Nov 2019 Sold $1.70M,"09 Oct 2019 Listed for Sale Auction 9/11/19 - Guide $1,680,000",,12 Apr 1983 Sold $80k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/82-cressy-rd-ryde-nsw-2112-8197762,"82 Cressy Rd, Ryde",4,2,2,708m2,$1.80M,$2.00M,$575/w,$650/w,House 2004 708m2 Residence Residential - A 1/20632 ,08 Nov 2019 Sold ,27 Nov 2012 Sold $1.02M,,13 Oct 2004 Sold $620k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/24-myra-ave-ryde-nsw-2112-13583152,"24 Myra Ave, Ryde",3,1,1,866m2,$1.50M,$1.60M,$425/w,$500/w,House 1982 866m2 Residential - A C/22520 ,06 Nov 2019 Sold ,27 Dec 1984 Sold $41k,,27 Dec 1984 Sold $41k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/4-byron-ave-ryde-nsw-2112-12952205,"4 Byron Ave, Ryde",6,2,2,575m2,$1.60M,$1.80M,$750/w,$850/w,House 1987 575m2 Residential - A 4/DP30233 ,29 Jan 2020 Listed for Rent $750,05 Nov 2019 Sold $1.35M,,08 Oct 2019 Listed for Sale Sold by Neil Robson 0414 598 554
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/798-victoria-rd-ryde-nsw-2112-20833880,"798 Victoria Rd, Ryde",4,2,3,,$1.50M,$1.60M,$650/w,$750/w,House ,02 Nov 2019 Sold ,02 Nov 2019 Sold $1.02M,,17 Oct 2019 Listed for Sale Auction On Site Saturday November 2 at 1.30pm
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-robinson-st-ryde-nsw-2112-4748358,"3 Robinson St, Ryde",6,4,2,765m2,$1.80M,$2.00M,$950/w,$1100/w,House 1965 765m2 Residential - A 3/30560 ,02 Nov 2019 Sold $1.93M,01 Dec 2000 Sold $500k,,07 Oct 1994 Sold $308k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/26-addington-ave-ryde-nsw-2112-2505682,"26 Addington Ave, Ryde",3,2,-,607m2,$2.00M,$2.20M,$850/w,$950/w,House 1920 268m2 607m2 Residence Residential - A 20/829112 ,31 Oct 2019 Sold $2.00M,11 Jun 2010 Rented $800,268m2,18 Oct 2007 Sold $865k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/2-richard-johnson-cres-ryde-nsw-2112-13453940,"2 Richard Johnson Cres, Ryde",3,1,1,594m2,$1.40M,$1.50M,$500/w,$575/w,House 1978 594m2 Residential - A 25/DP21357 ,30 Oct 2019 Sold $1.35M,25 Oct 2019 Listed for Sale sold by Deborah Low 0412422977,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/4-adam-st-ryde-nsw-2112-4545800,"4 Adam St, Ryde",3,2,2,752m2,$2.20M,$2.40M,$650/w,$750/w,House 1960 90m2 752m2 Residence Residential - A 5/219448 ,30 Oct 2019 Sold $2.79M,01 Sep 2018 Sold $1.36M,90m2,01 Sep 2018 Sold $1.36M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/31-minga-st-ryde-nsw-2112-4748583,"31 Minga St, Ryde",4,2,2,583m2,$1.50M,$1.60M,$575/w,$650/w,House 1999 583m2 Residential - A 20/249927 ,30 Oct 2019 Sold ,19 May 2000 Sold $435k,,30 Sep 1999 Sold $405k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/60-shepherd-st-ryde-nsw-2112-12435282,"60 Shepherd St, Ryde",7,3,1,677m2,$1.80M,$2.00M,$575/w,$650/w,House 1987 677m2 Residential - A 2/DP13508 ,30 Oct 2019 Sold $1.63M,23 Oct 2019 Sold $1.63M,,"17 Oct 2019 Listed for Sale $1,600,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/42-melville-st-ryde-nsw-2112-13323736,"42 Melville St, Ryde",3,2,1,530m2,$1.80M,$2.00M,$650/w,$750/w,House 1940 165m2 530m2 Residential - A 4/774684 ,21 Oct 2019 Sold ,02 Nov 2015 Listed for Rent Rent By Negotiation $650-$700,165m2,30 May 2012 Rented $700
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/6-byron-ave-ryde-nsw-2112-9112088,"6 Byron Ave, Ryde",4,2,1,582m2,$1.30M,$1.40M,$650/w,$750/w,House 1950 125m2 582m2 Residence Residential - A 5/30233 ,19 Oct 2019 Sold ,19 Oct 2019 Sold $1.16M,125m2,17 Aug 2010 Sold $650k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/19a-bidgee-rd-ryde-nsw-2112-2054251,"19a Bidgee Rd, Ryde",3,2,2,300m2,$1.30M,$1.40M,$650/w,$750/w,House 1995 120m2 300m2 Residence Residential - A 1/DP872512 ,06 Jan 2020 Listed for Rent **DEPOSIT TAKEN**,17 Oct 2019 Sold ,120m2,06 Sep 2018 Listed for Rent **DEPOSIT TAKEN**
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/8-byron-ave-ryde-nsw-2112-13229064,"8 Byron Ave, Ryde",3,1,1,770m2,$1.40M,$1.50M,$425/w,$500/w,House 1987 770m2 Residential - A 6/30233 ,14 Oct 2019 Sold $1.18M,26 Feb 1998 Sold $268k,,07 Dec 1990 Sold $182k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/12-ellen-st-ryde-nsw-2112-4497680,"12 Ellen St, Ryde",4,2,1,689m2,$1.60M,$1.80M,$650/w,$750/w,House 1987 689m2 Residence Residential - A A/413634 ,12 Oct 2019 Sold ,23 Sep 2002 Sold $654k,,28 Apr 1995 Sold $268k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/27-goulding-rd-ryde-nsw-2112-12721584,"27 Goulding Rd, Ryde",6,3,3,670m2,$1.60M,$1.80M,$350/w,$425/w,House 1970 670m2 Residential - A 27/12670 ,11 Oct 2019 Sold $1.74M,16 May 2019 Listed for Sale Contact Agent,,28 Aug 2015 Sold $1.55M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/26-hinkler-ave-ryde-nsw-2112-4641099,"26 Hinkler Ave, Ryde",4,2,1,607m2,$1.60M,$1.80M,$650/w,$750/w,House 1950 156m2 607m2 Residence Residential - A 17/16013 ,11 Oct 2019 Sold ,22 Aug 2001 Sold $430k,156m2,03 Mar 1987 Sold $95k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/22-cameron-cres-ryde-nsw-2112-12840781,"22 Cameron Cres, Ryde",4,1,1,715m2,$1.60M,$1.80M,$350/w,$425/w,House 1981 715m2 Residential - A 29/DP13732 ,09 Oct 2019 Sold $1.55M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/45-fawcett-st-ryde-nsw-2112-2430083,"45 Fawcett St, Ryde",5,3,2,552m2,$2.40M,$2.60M,$950/w,$1100/w,House 2016 89m2 552m2 Residence Residential - A 29/36579 ,09 Oct 2019 Sold ,09 Oct 2019 Sold $2.23M,89m2,19 Sep 2019 Listed for Sale Auction (if not sold prior)
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/30-elizabeth-st-ryde-nsw-2112-12690481,"30 Elizabeth St, Ryde",4,2,2,664m2,$1.50M,$1.60M,$500/w,$575/w,House 1978 8m2 664m2 Residential - A 186/DP12999 ,08 Oct 2019 Sold ,,8m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/45-hancott-st-ryde-nsw-2112-13383053,"45 Hancott St, Ryde",3,1,2,851m2,$1.60M,$1.80M,$575/w,$650/w,House 1978 851m2 Residential - A 4/DP31665 ,05 Oct 2019 Sold $1.45M,19 Oct 2018 Sold $1.31M,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5-elizabeth-st-ryde-nsw-2112-13335103,"5 Elizabeth St, Ryde",3,3,1,673m2,$1.60M,$1.80M,$650/w,$750/w,House 1960 132m2 673m2 Residential - A 199/12999 ,02 Oct 2019 Sold $1.45M,11 Sep 2019 Listed for Sale Auction 2nd October 6pm,132m2,15 May 2017 Sold $900k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/8-lavarack-st-ryde-nsw-2112-4814725,"8 Lavarack St, Ryde",4,2,1,575m2,$1.50M,$1.60M,$650/w,$750/w,House 1960 140m2 575m2 Residential - A 33/31067 ,02 Oct 2019 Sold ,06 Sep 2019 Sold ,140m2,04 Aug 1999 Sold $307k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/44-samuel-st-ryde-nsw-2112-13675307,"44 Samuel St, Ryde",4,2,2,947m2,$1.35M,$2.02M,$650/w,$750/w,House 1978 947m2 Residential - A 23/DP27143 ,01 Oct 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/91-princes-st-ryde-nsw-2112-4748804,"91 Princes St, Ryde",5,4,2,474m2,$2.00M,$2.20M,$500/w,$575/w,House 1980 326m2 474m2 Residential - A 7/20245 ,01 Oct 2019 Sold ,01 Dec 2000 Sold $550k,326m2,02 Apr 1992 Sold $352k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/9-beazley-st-ryde-nsw-2112-13622763,"9 Beazley St, Ryde",5,4,2,585m2,$1.60M,$1.80M,$1100/w,$1250/w,House 1960 585m2 Residential - A 2/200342 ,28 Sep 2019 Sold $1.51M,"03 Sep 2019 Listed for Sale $1,510,000",,"13 Jun 2019 Listed for Sale Auction, contact agent's"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/79-north-rd-ryde-nsw-2112-2550137,"79 North Rd, Ryde",4,2,2,780m2,$2.20M,$2.40M,$575/w,$650/w,House 1950 400m2 780m2 Residential - A 17/25448 ,28 Sep 2019 Sold $2.50M,21 Sep 2015 Sold $1.45M,400m2,"27 May 2015 Listed for Sale Auction Price Guide $1,300,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/161-buffalo-rd-ryde-nsw-2112-13070613,"161 Buffalo Rd, Ryde",3,1,1,588m2,$2.20M,$2.40M,$750/w,$850/w,House 1950 588m2 Residence Residential - A 20/35581 ,27 Sep 2019 Sold $2.00M,16 Nov 2012 Sold $750k,,07 Apr 1989 Sold $184k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/6-frederick-st-ryde-nsw-2112-13339966,"6 Frederick St, Ryde",4,2,2,568m2,$1.40M,$1.50M,$500/w,$575/w,House 1978 568m2 Residential - A B/DP391885 ,25 Sep 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/51-acacia-ave-ryde-nsw-2112-13051025,"51 Acacia Ave, Ryde",3,1,-,755m2,$1.50M,$1.60M,$500/w,$575/w,House 1983 755m2 Residential - A 3/DP21281 ,21 Sep 2019 Sold $1.46M,29 Aug 2019 Listed for Sale SOLD BY | Robert Bagala 0418 220 882,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/44-quarry-rd-ryde-nsw-2112-13492639,"44 Quarry Rd, Ryde",3,1,1,500m2,$1.30M,$1.40M,$500/w,$575/w,House 1972 500m2 Residential - A C/DP373060 ,19 Sep 2019 Sold $1.25M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/153-buffalo-rd-ryde-nsw-2112-13424995,"153 Buffalo Rd, Ryde",5,3,2,885m2,$1.47M,$1.80M,,,House 2018 157m2 885m2 Residential - A 54/DP9511 ,16 Sep 2019 Sold $1.70M,15 Aug 2019 Listed for Sale SOLD AT AUCTION,157m2,29 May 2017 Sold $1.80M
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/18-zola-ave-ryde-nsw-2112-12398975,"18 Zola Ave, Ryde",3,1,4,680m2,$2.20M,$2.40M,$575/w,$650/w,House 1980 342m2 680m2 Residential - A 23/DP28191 ,14 Sep 2019 Sold $2.71M,01 Feb 2018 Sold $1.77M,342m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/3-bruce-st-ryde-nsw-2112-12927507,"3 Bruce St, Ryde",3,1,1,676m2,$1.40M,$1.50M,$500/w,$575/w,House 1980 8m2 676m2 Residential - A 112/12999 ,13 Sep 2019 Sold $500k,14 Feb 2017 Rented $580,8m2,24 Jan 2017 Listed for Rent $600
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/226-quarry-rd-ryde-nsw-2112-4814541,"226 Quarry Rd, Ryde",3,1,1,462m2,$1.40M,$1.50M,$575/w,$650/w,House 1980 462m2 Residential - A 14/39235 ,11 Sep 2019 Sold ,20 Mar 2019 Listed for Rent DEPOSIT TAKEN,,16 Nov 2017 Listed for Rent $675
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/46-frederick-st-ryde-nsw-2112-4549838,"46 Frederick St, Ryde",4,2,1,613m2,$1.80M,$2.00M,$575/w,$650/w,House 1925 613m2 Residence Residential - A 1/633049 ,07 Sep 2019 Sold $1.85M,10 Jun 2011 Sold $1.14M,,03 May 2002 Sold $792k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/12a-myra-ave-ryde-nsw-2112-4748282,"12a Myra Ave, Ryde",3,2,3,316m2,$1.30M,$1.40M,$650/w,$750/w,House 2000 316m2 Residential - A 592/859562 ,07 Sep 2019 Sold $1.17M,"13 Apr 2018 Listed for Sale BUYERS GUIDE AROUND $1,100,000 - $1,150,000",,22 Aug 2000 Sold $351k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/11-jones-st-ryde-nsw-2112-3770186,"11 Jones St, Ryde",5,2,2,568m2,$1.80M,$2.00M,$750/w,$850/w,House 1993 267m2 568m2 Residential - A 29/36248 ,06 Sep 2019 Sold $1.80M,27 May 2004 Sold $800k,267m2,08 Sep 1993 Sold 
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/30-aitchandar-rd-ryde-nsw-2112-12574003,"30 Aitchandar Rd, Ryde",4,2,2,575m2,$1.43M,$2.15M,,,House 1979 575m2 Residential - A 1/DP777883 ,05 Sep 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/4-lyle-st-ryde-nsw-2112-12430000,"4 Lyle St, Ryde",5,2,1,753m2,$1.60M,$1.80M,$425/w,$500/w,House 1960 167m2 753m2 Residential - A 13/30707 ,04 Sep 2019 Sold $1.54M,16 Jan 2019 Listed for Sale CONTACT AGENT,167m2,"12 Sep 2018 Listed for Sale $1,550,000 - $1,650,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/9-princes-st-ryde-nsw-2112-12713214,"9 Princes St, Ryde",3,1,2,630m2,$1.50M,$1.60M,$500/w,$575/w,House 1979 630m2 Residential - A 6/DP8709 ,,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/46-heath-st-ryde-nsw-2112-4316029,"46 Heath St, Ryde",4,2,1,594m2,$1.60M,$1.80M,$500/w,$575/w,House 2003 594m2 Residence Residential - A 61/7465 ,03 Sep 2019 Sold $1.54M,24 Oct 2018 Listed for Sale EXPRESSION OF INTEREST,,14 Aug 2018 Sold $600k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/90-church-st-ryde-nsw-2112-2044189,"90 Church St, Ryde",2,1,1,557m2,$1.20M,$1.30M,$250/w,$300/w,House 1980 557m2 Residential - A 5/10233 ,02 Sep 2019 Sold $1.08M,15 Oct 2007 Sold $500k,,29 Jun 1998 Sold $240k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/11-frederick-st-ryde-nsw-2112-4639715,"11 Frederick St, Ryde",4,2,2,954m2,$2.00M,$2.20M,$850/w,$950/w,House 1920 160m2 954m2 Residence Residential - A 1/1005429 ,31 Aug 2019 Sold $1.90M,31 Aug 2019 Sold $1.90M,160m2,29 Jul 2019 Listed for Sale Auction on Saturday August 31st at 1.15pm
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/12-kuppa-rd-ryde-nsw-2112-19226060,"12 Kuppa Rd, Ryde",3,1,1,713m2,$1.60M,$1.80M,$950/w,$1100/w,House 1940 100m2 713m2 Residential - A 54/11609 ,30 Aug 2019 Sold $1.45M,30 Apr 2007 Sold $580k,100m2,07 Dec 1978 Sold $44k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/24-wolger-rd-ryde-nsw-2112-20209569,"24 Wolger Rd, Ryde",4,2,2,,$2.00M,$2.20M,$750/w,$850/w,House ,30 Aug 2019 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/6-lardelli-dr-ryde-nsw-2112-19709686,"6 Lardelli Dr, Ryde",3,2,1,289m2,$1.60M,$1.80M,$850/w,$950/w,House 2014 174m2 289m2 ,26 Aug 2019 Sold $1.46M,05 Mar 2015 Sold $990k,174m2,05 Mar 2015 Sold $990k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/5-semple-st-ryde-nsw-2112-13106599,"5 Semple St, Ryde",3,1,2,587m2,$1.40M,$1.50M,$500/w,$575/w,House 1981 587m2 Residential - A 5/DP27668 ,01 Nov 2019 Listed for Rent Deposit Taken PROPERTIES WANTED Applicants Waiting,25 Aug 2019 Sold $1.24M,,"26 Jul 2019 Listed for Sale $1,240,000"
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/18-watts-rd-ryde-nsw-2112-2304263,"18 Watts Rd, Ryde",2,2,1,663m2,$1.50M,$1.60M,$650/w,$750/w,House 1950 128m2 663m2 Residential - A 20/16386 ,23 Aug 2019 Sold $1.49M,06 Jun 2014 Sold $1.05M,128m2,14 Mar 2014 Sold 
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/29-hancott-st-ryde-nsw-2112-4377303,"29 Hancott St, Ryde",3,1,1,771m2,$2.00M,$2.20M,$950/w,$1100/w,House 1980 771m2 Residence Residential - A 4/35637 ,19 Aug 2019 Sold ,16 Nov 2012 Sold $850k,,15 Jul 2003 Sold $500k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/14b-linley-way-ryde-nsw-2112-13201479,"14b Linley Way, Ryde",3,2,1,173m2,$1.30M,$1.40M,$575/w,$650/w,House 1995 106m2 173m2 Residential - A 82/DP862679 ,17 Aug 2019 Sold $1.32M,,106m2,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/22-hinkler-ave-ryde-nsw-2112-4748734,"22 Hinkler Ave, Ryde",4,1,1,607m2,$1.19M,$1.78M,$425/w,$500/w,House 1990 607m2 Residential - A 15/16013 ,16 Aug 2019 Sold ,27 Mar 2000 Sold $342k,,08 May 1998 Sold $295k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/73-lavarack-st-ryde-nsw-2112-13222429,"73 Lavarack St, Ryde",4,2,2,575m2,$1.50M,$1.60M,$650/w,$750/w,House 1979 575m2 Residential - A 39/DP210723 ,13 Aug 2019 Sold $1.28M,,,
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/30-kells-rd-ryde-nsw-2112-11957794,"30 Kells Rd, Ryde",4,3,2,480m2,$1.50M,$1.60M,$500/w,$575/w,House 1990 480m2 Residence Residential - A 3/35796 ,12 Aug 2019 Sold $1.30M,20 May 2011 Sold $770,,08 Nov 1990 Sold $180k
0,https://www.onthehouse.com.au/property/nsw/ryde-2112/6-smalls-rd-ryde-nsw-2112-12430252,"6 Smalls Rd, Ryde",5,3,2,828m2,$1.80M,$2.00M,$1100/w,$1250/w,House 1994 828m2 Residential - A 44/DP29029 ,10 Aug 2019 Sold $1.82M,"11 Jul 2019 Listed for Sale SOLD AT AUCTION $1,824,000",,18 Jan 2019 Listed for Rent ** DEPOSIT TAKEN **
