,Link,address,Bedrooms,Bathrooms,Car spaces,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3,Floor area
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/8-blackburn-ave-north-rocks-nsw-2151-12937288,"8 Blackburn Ave, North Rocks",3,1,1,696m2,$1.20M,$1.30M,$425/w,$500/w,House 1970 104m2 696m2 Residential - A 9/222608 ,28 May 2015 Sold $1.19M,"17 Feb 2015 Listed for Sale Sold $1,192,000",20 Jun 1986 Sold $75k,104m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/197a-north-rocks-rd-north-rocks-nsw-2151-4808396,"197a North Rocks Rd, North Rocks",5,2,2,841m2,$1.30M,$1.40M,$425/w,$500/w,House 1970 240m2 841m2 Residential - A 51/563827 ,25 May 2015 Sold $1.03M,28 Jan 2000 Sold $318k,10 Jun 1994 Sold $228k,240m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/41-catlett-ave-north-rocks-nsw-2151-12694166,"41 Catlett Ave, North Rocks",3,1,1,695m2,$1.20M,$1.30M,$500/w,$575/w,House 1965 130m2 695m2 Residential - A 5/228542 ,18 May 2015 Sold $1.19M,,,130m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/86-north-rocks-rd-north-rocks-nsw-2151-12682002,"86 North Rocks Rd, North Rocks",3,1,1,765m2,$1.80M,$2.00M,$350/w,$425/w,House 1980 765m2 Residential - A 43/19113 ,15 May 2015 Sold $940k,,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/10-iona-ave-north-rocks-nsw-2151-3307225,"10 Iona Ave, North Rocks",4,1,2,695m2,$1.30M,$1.40M,$650/w,$750/w,House 1968 145m2 695m2 Residence Residential - A 66/235890 ,01 May 2015 Sold $1.20M,15 Jan 2010 Sold $675k,12 Sep 2008 Sold $573k,145m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/21-becky-ave-north-rocks-nsw-2151-12712115,"21 Becky Ave, North Rocks",3,3,2,701m2,$1.10M,$1.20M,$650/w,$750/w,House 1970 175m2 701m2 Residence Residential - A 25/231643 ,07 Aug 2012 Sold $690k,,,175m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/4-regal-ct-north-rocks-nsw-2151-4054025,"4 Regal Ct, North Rocks",4,2,2,720m2,$1.20M,$1.30M,$575/w,$650/w,House 1970 155m2 720m2 Residence Residential - A 31/236711 ,27 Apr 2015 Sold $1.10M,18 Dec 2008 Sold $586k,28 Oct 1994 Sold $250k,155m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/50-northam-dr-north-rocks-nsw-2151-4056403,"50 Northam Dr, North Rocks",4,3,4,720m2,$1.10M,$1.20M,$650/w,$750/w,House 1990 210m2 720m2 Residence Residential - A 43/238081 ,27 Apr 2015 Sold $1.08M,28 Nov 2008 Sold $630k,05 Jul 1991 Sold $283k,210m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/50-larra-cres-north-rocks-nsw-2151-18905453,"50 Larra Cres, North Rocks",3,2,2,356m2,$900k,$1.00M,$500/w,$575/w,House 1975 144m2 356m2 Residential - A 2/843677 ,15 Apr 2015 Sold $755k,,,144m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/23-elm-pl-north-rocks-nsw-2151-2114440,"23 Elm Pl, North Rocks",3,2,2,695m2,$1.00M,$1.10M,$750/w,$850/w,House 1970 130m2 695m2 Residential - A 18/232475 ,13 Apr 2015 Sold $965k,"23 Jan 2015 Listed for Sale SOLD $965,000",10 Mar 2005 Sold $530k,130m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/202-north-rocks-rd-north-rocks-nsw-2151-2243079,"202 North Rocks Rd, North Rocks",3,1,2,695m2,$1.10M,$1.20M,$575/w,$650/w,House 1970 144m2 695m2 Residential - A 11/209263 ,13 Apr 2015 Sold $1.02M,21 Jan 2015 Sold $720k,13 Mar 2006 Sold $465k,144m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/259-north-rocks-rd-north-rocks-nsw-2151-2445281,"259 North Rocks Rd, North Rocks",4,2,1,708m2,$1.00M,$1.10M,$500/w,$575/w,House 1950 126m2 708m2 Residence Residential - A 7/23704 ,11 Jan 2017 Rented $550,16 Nov 2016 Listed for Rent $590 per week,24 Apr 2015 Rented $670,126m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/2-corunna-ave-north-rocks-nsw-2151-3297667,"2 Corunna Ave, North Rocks",4,2,1,708m2,$1.20M,$1.30M,$575/w,$650/w,House 1970 167m2 708m2 Residential - A 216/231722 ,13 Apr 2015 Sold $1.12M,25 Aug 2008 Sold $540k,,167m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/38-panaview-cres-north-rocks-nsw-2151-4371592,"38 Panaview Cres, North Rocks",4,3,2,701m2,$1.30M,$1.40M,$425/w,$500/w,House 1970 324m2 701m2 Residence Residential - A 64/242803 ,08 Apr 2015 Sold $1.25M,"21 Nov 2014 Listed for Sale Offers Over $1,190,000",31 Jul 2003 Sold $640k,324m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/30-stirling-ave-north-rocks-nsw-2151-2462154,"30 Stirling Ave, North Rocks",3,1,1,721m2,$1.20M,$1.30M,$500/w,$575/w,House 1980 721m2 Residential - A 10/231566 ,07 Apr 2015 Sold $1.01M,"11 Feb 2015 Listed for Sale Offers Over $900,000",08 Jul 2014 Rented $490,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/13-iona-ave-north-rocks-nsw-2151-3442572,"13 Iona Ave, North Rocks",5,2,1,752m2,$1.30M,$1.40M,$575/w,$650/w,House 1978 171m2 752m2 Residential - A 84/235890 ,31 Mar 2015 Sold $1.18M,"22 Jan 2015 Listed for Sale Offers Above $1,150,000",03 Apr 2008 Sold $660k,171m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/13-hampden-st-north-rocks-nsw-2151-19064485,"13 Hampden St, North Rocks",3,1,2,834m2,$1.30M,$1.40M,$500/w,$575/w,House 1960 147m2 834m2 Residential - A 33/226697 ,25 Jan 2001 Sold $355k,26 Apr 1996 Sold $240k,,147m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/49-tallwood-dr-north-rocks-nsw-2151-13244316,"49 Tallwood Dr, North Rocks",4,3,2,696m2,$1.40M,$1.50M,$425/w,$500/w,House 1978 190m2 696m2 Residential - A 118/244778 ,27 Mar 2015 Sold $1.26M,,,190m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/2-meckiff-ave-north-rocks-nsw-2151-2347941,"2 Meckiff Ave, North Rocks",3,2,3,708m2,$1.00M,$1.10M,$575/w,$650/w,House 1970 90m2 708m2 Residential - A 63/229331 ,27 Mar 2015 Sold $762k,"17 Nov 2014 Listed for Sale Offers Over $745,000",01 Mar 1985 Sold $84k,90m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/19-ebony-ave-north-rocks-nsw-2151-4808862,"19 Ebony Ave, North Rocks",4,2,2,695m2,$1.20M,$1.30M,$650/w,$750/w,House 1975 200m2 695m2 Residential - A 95/227603 ,26 Mar 2015 Sold $1.07M,02 Aug 1999 Sold $380k,19 Jul 1988 Sold $233k,200m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/7-barclay-rd-north-rocks-nsw-2151-18867416,"7 Barclay Rd, North Rocks",4,3,5,1393m2,$1.60M,$1.80M,$650/w,$750/w,House 2015 1393m2 Residential - A 1/568769 ,20 Mar 2015 Sold $1.22M,,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/6-speers-rd-north-rocks-nsw-2151-13917162,"6 Speers Rd, North Rocks",4,2,2,519m2,$900k,$1.00M,$650/w,$750/w,House 1990 145m2 519m2 Residential - A 1082/1034228 ,19 Mar 2015 Sold $820k,"04 Nov 2014 Listed for Sale $745,000+",26 Jul 1993 Sold $142k,145m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/29-tallwood-dr-north-rocks-nsw-2151-4807512,"29 Tallwood Dr, North Rocks",3,1,2,632m2,$1.10M,$1.20M,$500/w,$575/w,House 1965 111m2 632m2 Residential - A 40/235648 ,23 Jan 2017 Rented $570,09 Jan 2017 Listed for Rent DEPOSIT TAKEN,27 Feb 2015 Sold $830k,111m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/252b-north-rocks-rd-north-rocks-nsw-2151-13515519,"252b North Rocks Rd, North Rocks",2,1,-,695m2,$1.10M,$1.20M,$500/w,$575/w,House 2015 695m2 Residential - A 2/DP225884 ,25 Feb 2015 Sold $650k,,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/6-arizona-pl-north-rocks-nsw-2151-2189650,"6 Arizona Pl, North Rocks",4,2,2,696m2,$1.30M,$1.40M,$350/w,$425/w,House 1970 150m2 696m2 Residential - A 133/237573 ,20 Feb 2015 Sold $1.10M,"24 Oct 2014 Listed for Sale Sold  $1,095,000",30 Nov 2007 Sold $615k,150m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/349-north-rocks-rd-north-rocks-nsw-2151-13214421,"349 North Rocks Rd, North Rocks",3,2,2,727m2,$1.00M,$1.10M,$500/w,$575/w,House 1970 145m2 727m2 Residential - A 51/28739 ,28 May 2018 Listed for Rent $560/pw nego.,22 Mar 2016 Rented $500,10 Mar 2016 Listed for Rent $550 Per Week,145m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/47-blackburn-ave-north-rocks-nsw-2151-13184301,"47 Blackburn Ave, North Rocks",3,1,1,695m2,$1.10M,$1.20M,$500/w,$575/w,House 1980 695m2 Residential - A 32/227603 ,13 Feb 2015 Sold $960k,,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/26-cambridge-ave-north-rocks-nsw-2151-12792769,"26 Cambridge Ave, North Rocks",3,2,2,695m2,$1.20M,$1.30M,$575/w,$650/w,House 1980 214m2 695m2 Residence Residential - A 123/237172 ,05 Feb 2015 Sold $440k,23 Jul 2012 Sold $687k,09 Feb 1996 Sold $320k,214m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/10-sandler-ave-north-rocks-nsw-2151-4545925,"10 Sandler Ave, North Rocks",4,3,2,790m2,$1.30M,$1.40M,$575/w,$650/w,House 1970 198m2 790m2 Residence Residential - A 230/231722 ,14 May 2002 Sold $585k,,,198m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/74-new-north-rocks-rd-north-rocks-nsw-2151-13292311,"74 New North Rocks Rd, North Rocks",4,3,3,695m2,$1.20M,$1.30M,$500/w,$575/w,House 1970 228m2 695m2 Residential - A 9/231643 ,02 Feb 2015 Sold $1.06M,,,228m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/9-plymouth-ave-north-rocks-nsw-2151-2348972,"9 Plymouth Ave, North Rocks",4,2,2,695m2,$1.20M,$1.30M,$750/w,$850/w,House 1970 695m2 Residential - A 56/225884 ,02 Feb 2015 Sold $1.08M,19 Oct 2006 Sold $530k,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/65-lawndale-ave-north-rocks-nsw-2151-4271053,"65 Lawndale Ave, North Rocks",2,2,-,916m2,$1.50M,$1.60M,$350/w,$425/w,House 1960 249m2 916m2 Residence Residential - A 7/201921 ,30 Jan 2015 Sold $1.38M,10 May 2004 Sold $629k,13 Jan 1984 Sold $129k,249m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/1-hampden-st-north-rocks-nsw-2151-4808415,"1 Hampden St, North Rocks",3,1,1,695m2,$1.10M,$1.20M,$500/w,$575/w,House 1975 695m2 Residential - A 27/226697 ,30 Jan 2015 Sold $922k,"12 Dec 2014 Listed for Sale Offers Over $820,000",17 Nov 1999 Sold $325k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/27-catlett-ave-north-rocks-nsw-2151-12471863,"27 Catlett Ave, North Rocks",5,3,2,708m2,$1.60M,$1.80M,$500/w,$575/w,House 1984 330m2 708m2 Residential - A 6/223889 ,27 Jan 2015 Sold $1.50M,"11 Nov 2014 Listed for Sale Sold $1,500,000",19 Nov 1984 Sold $105k,330m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/1-hackett-pl-north-rocks-nsw-2151-13126634,"1 Hackett Pl, North Rocks",5,3,1,901m2,$1.40M,$1.50M,$500/w,$575/w,House 1976 901m2 Residential - A 44/249559 ,27 Jan 2015 Sold $990k,24 Oct 1983 Sold $101k,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/29-yalding-ave-north-rocks-nsw-2151-13679692,"29 Yalding Ave, North Rocks",4,2,2,815m2,$1.40M,$1.50M,$650/w,$750/w,House 1970 185m2 815m2 Residential - A 65/227603 ,27 Jan 2015 Sold $1.26M,09 Jan 1995 Sold $325k,,185m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/351-north-rocks-rd-north-rocks-nsw-2151-4613632,"351 North Rocks Rd, North Rocks",4,2,2,726m2,$1.00M,$1.10M,$650/w,$750/w,House 1950 170m2 726m2 Residence Residential - A 50/28739 ,23 Jan 2015 Sold $910k,23 Jan 2015 Sold $910k,19 Nov 2001 Sold $415k,170m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/17-catlett-ave-north-rocks-nsw-2151-12884312,"17 Catlett Ave, North Rocks",4,2,2,695m2,$1.20M,$1.30M,$650/w,$750/w,House 1970 150m2 695m2 Residential - A 42/226566 ,19 Jan 2015 Sold $1.02M,,,150m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/7-treeview-pl-north-rocks-nsw-2151-12778496,"7 Treeview Pl, North Rocks",3,1,1,695m2,$1.50M,$1.60M,$500/w,$575/w,House 1980 695m2 Residential - A 17/228542 ,16 Jan 2015 Sold $980k,,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/5-arizona-pl-north-rocks-nsw-2151-2292394,"5 Arizona Pl, North Rocks",4,2,3,733m2,$1.20M,$1.30M,$650/w,$750/w,House 1970 180m2 733m2 Residential - A 139/237573 ,18 Feb 2015 Rented $700,16 Jan 2015 Sold $1.04M,13 Jan 2015 Listed for Rent $650,180m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/40-andrew-pl-north-rocks-nsw-2151-4742648,"40 Andrew Pl, North Rocks",4,2,5,902m2,$1.40M,$1.50M,$650/w,$750/w,House 1970 216m2 902m2 Residential - A 36/258592 ,16 Jan 2015 Sold $1.15M,16 Jan 2001 Sold $497k,06 Nov 1992 Sold $283k,216m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/31-coronet-ct-north-rocks-nsw-2151-13526798,"31 Coronet Ct, North Rocks",4,3,2,1208m2,$1.40M,$1.50M,$650/w,$750/w,House 1970 210m2 1208m2 Residential - A 17/237178 ,15 Jan 2015 Sold $958k,,,210m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/21-plymouth-ave-north-rocks-nsw-2151-2548368,"21 Plymouth Ave, North Rocks",4,3,2,866m2,$1.30M,$1.40M,$650/w,$750/w,House 1979 227m2 866m2 Residential - A 54/236711 ,13 Jan 2015 Sold $1.03M,18 Jan 2008 Sold $590k,14 Jun 1979 Sold $113k,227m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/63-north-rocks-rd-north-rocks-nsw-2151-12655215,"63 North Rocks Rd, North Rocks",3,2,1,1657m2,$1.20M,$1.30M,$500/w,$575/w,House 1960 1657m2 Residential - A A/374227 ,24 Sep 2020 Listed for Rent $550 Per Week pw,13 Jun 2017 Rented $580,10 May 2017 Listed for Rent $520 pw,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/5-dale-pl-north-rocks-nsw-2151-11085705,"5 Dale Pl, North Rocks",5,4,3,1111m2,$1.50M,$1.60M,$575/w,$650/w,House 1987 1111m2 Residence Residential - A 18/253869 ,19 Dec 2014 Sold $1.16M,20 Apr 2011 Sold $910k,14 Feb 1990 Sold $450k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/7-bokana-pl-north-rocks-nsw-2151-12630885,"7 Bokana Pl, North Rocks",5,3,6,695m2,$2.00M,$2.20M,$500/w,$575/w,House 2013 384m2 695m2 Residential - A 88/228284 ,19 Dec 2014 Sold $1.70M,11 Oct 2013 Sold $748k,,384m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/10-highclere-cres-north-rocks-nsw-2151-13322728,"10 Highclere Cres, North Rocks",4,3,2,720m2,$1.50M,$1.60M,$575/w,$650/w,House 1970 270m2 720m2 Residential - A 207/231722 ,18 Dec 2014 Sold $1.35M,01 Nov 1991 Sold $190k,26 Sep 1979 Sold $70k,270m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/45-north-rocks-rd-north-rocks-nsw-2151-14041088,"45 North Rocks Rd, North Rocks",3,2,3,710m2,$900k,$1.00M,$500/w,$575/w,House 1970 166m2 710m2 Residential - A 10/22931 ,18 Dec 2014 Sold $801k,"08 Nov 2014 Listed for Sale Offers Over $740,000",,166m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/226b-north-rocks-rd-north-rocks-nsw-2151-13372172,"226b North Rocks Rd, North Rocks",4,1,2,695m2,$1.10M,$1.20M,$575/w,$650/w,House 1980 695m2 Residential - A 12/DP234271 ,17 Dec 2014 Sold $865k,,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/43-stirling-ave-north-rocks-nsw-2151-2279747,"43 Stirling Ave, North Rocks",5,3,1,746m2,$1.40M,$1.50M,$575/w,$650/w,House 1975 237m2 746m2 Residential - A 5/228970 ,17 Dec 2014 Sold $1.22M,24 May 2006 Sold $620k,,237m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/48-becky-ave-north-rocks-nsw-2151-2430701,"48 Becky Ave, North Rocks",5,3,2,898m2,$1.60M,$1.80M,$950/w,$1100/w,House 1970 329m2 898m2 Residential - A 11/226474 ,17 Dec 2014 Sold $1.32M,19 Oct 2014 Listed for Sale Auction 1st Nov 9.30am,09 Mar 2007 Sold $510k,329m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/52-somerset-dr-north-rocks-nsw-2151-13247349,"52 Somerset Dr, North Rocks",3,1,1,695m2,$900k,$1.00M,$575/w,$650/w,House 1970 94m2 695m2 Residential - A 12/229331 ,16 Dec 2014 Sold $400k,,,94m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/12-alderson-ave-north-rocks-nsw-2151-5731523,"12 Alderson Ave, North Rocks",4,3,3,776m2,$1.40M,$1.50M,$575/w,$650/w,House 1985 173m2 776m2 Residence Residential - A 254/248615 ,12 Dec 2014 Sold $1.17M,12 Sep 2011 Sold $750k,20 Sep 1995 Sold $295k,173m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/16-pembury-ave-north-rocks-nsw-2151-16049365,"16 Pembury Ave, North Rocks",3,2,1,695m2,$1.10M,$1.20M,$500/w,$575/w,House 1980 695m2 Residential - A 8/227603 ,27 Nov 2014 Rented $510,22 Oct 2014 Rented $510,22 Oct 2014 Listed for Rent LEASED AT $510 PER WEEK,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/8-mill-dr-north-rocks-nsw-2151-12505672,"8 Mill Dr, North Rocks",4,2,2,770m2,$1.20M,$1.30M,$575/w,$650/w,House 1982 770m2 Residential - A 118/248615 ,05 Dec 2014 Sold $950k,"20 Oct 2014 Listed for Sale Offers Over $930,000",30 Nov 1982 Sold $108k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/15-blackburn-ave-north-rocks-nsw-2151-4808241,"15 Blackburn Ave, North Rocks",3,1,2,765m2,$1.20M,$1.30M,$500/w,$575/w,House 1975 167m2 765m2 Residential - A 15/222608 ,05 Dec 2014 Sold $1.10M,03 Aug 1999 Sold $320k,02 Apr 1987 Sold $126k,167m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/42-northam-dr-north-rocks-nsw-2151-12574765,"42 Northam Dr, North Rocks",4,3,2,363m2,$1.12M,$1.37M,,,House 1978 230m2 363m2 Residential - A 39/DP238081 ,04 Dec 2014 Sold $1.00M,,,230m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/24-statham-ave-north-rocks-nsw-2151-12905449,"24 Statham Ave, North Rocks",2,1,2,980m2,$1.30M,$1.40M,$350/w,$425/w,House 1980 980m2 Residential - A 1/DP227709 ,01 Dec 2014 Sold $890k,,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/4-iona-ave-north-rocks-nsw-2151-12849403,"4 Iona Ave, North Rocks",4,2,4,752m2,$1.40M,$1.50M,$650/w,$750/w,House 1965 188m2 752m2 Residential - A 63/235890 ,17 Nov 2014 Sold $1.15M,07 Sep 1998 Sold $390k,17 Nov 1997 Sold $288k,188m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/71-north-rocks-rd-north-rocks-nsw-2151-12970045,"71 North Rocks Rd, North Rocks",4,2,5,1657m2,$2.00M,$2.20M,$575/w,$650/w,House 2003 339m2 1657m2 Residential - A A/DP341473 ,17 Nov 2014 Sold $1.55M,,,339m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/33-perry-st-north-rocks-nsw-2151-13733705,"33 Perry St, North Rocks",4,2,2,900m2,$1.50M,$1.60M,$850/w,$950/w,House 1975 263m2 900m2 Residence Residential - A 25/249559 ,14 Jan 2019 Listed for Rent DEPOSIT TAKEN,12 Nov 2014 Sold $806k,24 Aug 2012 Sold $806k,263m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/1-193--195-north-rocks-rd-north-rocks-nsw-2151-12855202,"1/193-195 North Rocks Rd, North Rocks",3,2,2,3697m2,$650k,$700k,$500/w,$575/w,House 1998 108m2 3697m2 Residential - A 1/SP58305 ,16 Jul 2008 Sold $405k,14 Mar 2002 Sold $338k,,108m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/7-eather-ave-north-rocks-nsw-2151-13730248,"7 Eather Ave, North Rocks",5,3,2,825m2,$1.40M,$1.50M,$650/w,$750/w,House 2014 825m2 Residential - A 232/248615 ,21 Aug 2020 Listed for Rent DEPOSIT TAKEN,29 Oct 2014 Sold $1.20M,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/281-north-rocks-rd-north-rocks-nsw-2151-5709093,"281 North Rocks Rd, North Rocks",5,3,1,1042m2,$1.40M,$1.50M,$425/w,$500/w,House 1960 123m2 1042m2 Residence Residential - A 18/19765 ,22 Oct 2014 Sold $982k,12 Oct 2009 Sold $470k,,123m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/30-catlett-ave-north-rocks-nsw-2151-13823174,"30 Catlett Ave, North Rocks",4,1,2,727m2,$1.20M,$1.30M,$575/w,$650/w,House 1970 727m2 Residential - A 54/228542 ,20 Oct 2014 Sold $1.07M,,,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/73-lawndale-ave-north-rocks-nsw-2151-13455862,"73 Lawndale Ave, North Rocks",3,1,2,695m2,$1.00M,$1.10M,$500/w,$575/w,House 1970 87m2 695m2 Residential - A 2/501824 ,23 Nov 2018 Listed for Rent $500 pw - DEPOSIT TAKEN,17 Oct 2014 Sold $790k,23 May 1983 Sold $84k,87m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/14-speers-rd-north-rocks-nsw-2151-2124382,"14 Speers Rd, North Rocks",2,1,1,1075m2,$1.00M,$1.10M,$425/w,$500/w,House 1950 110m2 1075m2 Residence Residential - A 104/23173 ,18 Sep 2014 Sold $761k,15 Apr 2009 Sold $456k,06 Apr 2006 Sold $478k,110m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/15-alderson-ave-north-rocks-nsw-2151-4334958,"15 Alderson Ave, North Rocks",5,3,2,785m2,$1.50M,$1.60M,$650/w,$750/w,House 1970 225m2 785m2 Residence Residential - A 228/248615 ,09 Sep 2014 Sold $860k,01 May 1990 Sold $298k,22 Apr 1988 Sold $235k,225m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/14-parkwood-pl-north-rocks-nsw-2151-13408271,"14 Parkwood Pl, North Rocks",5,4,4,714m2,$1.60M,$1.80M,$425/w,$500/w,House 1985 364m2 714m2 Residential - A 71/242803 ,08 Sep 2014 Sold $1.35M,,,364m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/34-yalding-ave-north-rocks-nsw-2151-2392567,"34 Yalding Ave, North Rocks",5,3,2,758m2,$1.30M,$1.40M,$650/w,$750/w,House 1983 758m2 Residential - A 10/237378 ,01 Sep 2014 Sold $980k,25 Jan 2007 Sold $670k,27 Mar 1984 Sold $138k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/63-stirling-ave-north-rocks-nsw-2151-4602018,"63 Stirling Ave, North Rocks",4,2,2,695m2,$1.30M,$1.40M,$650/w,$750/w,House 1980 143m2 695m2 Residence Residential - A 15/237779 ,01 Sep 2014 Sold $915k,28 Mar 2001 Sold $397k,29 Feb 1980 Sold $83k,143m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/11-panaview-cres-north-rocks-nsw-2151-12770992,"11 Panaview Cres, North Rocks",5,3,4,1233m2,$1.60M,$1.80M,$1250/w,$1400/w,House 1982 305m2 1233m2 Residential - A 38/242803 ,26 Aug 2014 Sold $1.40M,,,305m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/3-carlton-rd-north-rocks-nsw-2151-12683005,"3 Carlton Rd, North Rocks",4,2,2,900m2,$1.30M,$1.40M,$650/w,$750/w,House 1984 900m2 Residential - A 5/263302 ,22 Aug 2014 Sold $1.11M,20 Dec 1996 Sold $345k,12 Nov 1990 Sold $335k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/33-plymouth-ave-north-rocks-nsw-2151-4380186,"33 Plymouth Ave, North Rocks",3,1,2,695m2,$1.10M,$1.20M,$500/w,$575/w,House 1970 695m2 Residence Residential - A 48/236711 ,11 Aug 2014 Sold $770k,08 Jul 2003 Sold $432k,12 Oct 1999 Sold $273k,
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/33-barclay-rd-north-rocks-nsw-2151-4601757,"33 Barclay Rd, North Rocks",4,2,2,900m2,$1.30M,$1.40M,$575/w,$650/w,House 1970 210m2 900m2 Residence Residential - A 1/253983 ,08 Aug 2014 Sold $750k,30 Apr 2001 Sold $400k,,210m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/15-northam-dr-north-rocks-nsw-2151-11991798,"15 Northam Dr, North Rocks",4,3,2,695m2,$1.60M,$1.80M,$425/w,$500/w,House 2011 296m2 695m2 Residence Residential - A 6/236843 ,01 Aug 2014 Sold $1.32M,30 Sep 2011 Sold $600k,,296m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/40-sophia-cres-north-rocks-nsw-2151-13229052,"40 Sophia Cres, North Rocks",3,3,2,801m2,$1.20M,$1.30M,$500/w,$575/w,House 1980 113m2 801m2 Residential - A 61/244687 ,28 Jul 2014 Sold $763k,,,113m2
0,https://www.onthehouse.com.au/property/nsw/north-rocks-2151/35-statham-ave-north-rocks-nsw-2151-15956476,"35 Statham Ave, North Rocks",4,2,2,695m2,$1.20M,$1.30M,$500/w,$575/w,House 1978 695m2 Residence Residential - A 4/225941 ,28 Jul 2014 Sold $925k,19 Feb 2013 Sold $680k,20 Jul 1995 Sold $125k,
