,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/14-mccallum-ave-east-ryde-nsw-2113-4516733,"14 Mccallum Ave, East Ryde",4,3,2,185m2,594m2,$1.60M,$1.80M,$750/w,$850/w,House 1960 185m2 594m2 Residence Residential - A 92/31463 ,25 Jun 2012 Sold $895k,29 Jul 2002 Sold $660k,01 Oct 1992 Sold $290k
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/1-lumsdaine-ave-east-ryde-nsw-2113-13554733,"1 Lumsdaine Ave, East Ryde",3,1,2,,607m2,$2.00M,$2.20M,$1100/w,$1250/w,House 1980 607m2 Residential - A 435/DP31253 ,24 Nov 2014 Sold $1.36M,,
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/23-long-ave-east-ryde-nsw-2113-4482946,"23 Long Ave, East Ryde",4,2,1,132m2,613m2,$1.60M,$1.80M,$200/w,$250/w,House 1960 132m2 613m2 Residence Residential - A 31/26163 ,23 Oct 2014 Sold $1.30M,22 Oct 2014 Listed for Rent **APPLICATION TAKEN**,08 Nov 2002 Sold $663k
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/1-finch-ave-east-ryde-nsw-2113-12545318,"1 Finch Ave, East Ryde",5,2,1,134m2,581m2,$1.80M,$2.00M,,,House 1960 134m2 581m2 Residential - A 142/31192 ,03 Oct 2014 Sold $1.28M,26 Jul 2014 Sold ,
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/24-lumsdaine-ave-east-ryde-nsw-2113-13249647,"24 Lumsdaine Ave, East Ryde",5,3,1,265m2,575m2,$2.00M,$2.20M,$1100/w,$1250/w,House 1960 265m2 575m2 Residential - A 407/31574 ,03 Oct 2014 Sold $1.52M,17 Apr 1998 Sold $320k,
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/88-elliott-ave-east-ryde-nsw-2113-4661582,"88 Elliott Ave, East Ryde",4,3,1,230m2,575m2,$1.60M,$1.80M,$750/w,$850/w,House 1970 230m2 575m2 Residence Residential - A 508/31463 ,03 Oct 2014 Sold $1.22M,11 May 2001 Sold $575k,16 Mar 1984 Sold $85k
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/74-melba-dr-east-ryde-nsw-2113-12696024,"74 Melba Dr, East Ryde",3,1,2,101m2,645m2,$1.60M,$1.80M,$650/w,$750/w,House 1960 101m2 645m2 Residential - A 465/31253 ,26 Sep 2014 Sold $1.17M,,
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/108-melba-dr-east-ryde-nsw-2113-13384057,"108 Melba Dr, East Ryde",5,4,3,363m2,733m2,$2.60M,$2.80M,$850/w,$950/w,House 1984 363m2 733m2 Residential - A 400/31574 ,17 Sep 2014 Sold $1.73M,21 Dec 1988 Sold $390k,02 Aug 1988 Sold $363k
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/296-pittwater-rd-east-ryde-nsw-2113-9086137,"296 Pittwater Rd, East Ryde",3,-,-,302m2,1050m2,$2.20M,$2.40M,$575/w,$650/w,House 1960 302m2 1050m2 House Residential - A 88/207469 ,12 Sep 2014 Sold $1.61M,20 Aug 2010 Sold $800k,
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/71-elliott-ave-east-ryde-nsw-2113-13638831,"71 Elliott Ave, East Ryde",3,1,1,97m2,575m2,$1.50M,$1.60M,$650/w,$750/w,House 1960 97m2 575m2 Residential - A 379/31253 ,08 Sep 2014 Sold $1.25M,,
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/68-coxs-rd-east-ryde-nsw-2113-9184269,"68 Coxs Rd, East Ryde",3,1,1,132m2,579m2,$1.50M,$1.60M,$575/w,$650/w,House 1950 132m2 579m2 Residence Residential - A 10/20313 ,05 Sep 2014 Sold $1.26M,28 Jul 2010 Sold $780k,
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/47-moncrieff-dr-east-ryde-nsw-2113-12866496,"47 Moncrieff Dr, East Ryde",3,1,3,,575m2,$1.60M,$1.80M,$650/w,$750/w,House 1970 575m2 Residential - A 318/31253 ,29 Aug 2014 Sold $1.28M,,
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/10a-mccallum-ave-east-ryde-nsw-2113-13408022,"10a Mccallum Ave, East Ryde",4,2,1,,872m2,$2.00M,$2.20M,$425/w,$500/w,House 1985 872m2 Residential - A 98/31680 ,22 Aug 2014 Sold $925k,13 Nov 1995 Sold $257k,21 May 1985 Sold $140k
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/45-melba-dr-east-ryde-nsw-2113-18751308,"45 Melba Dr, East Ryde",4,2,2,218m2,607m2,$1.60M,$1.80M,$950/w,$1100/w,House 1960 218m2 607m2 Residential - A 25/31253 ,18 Aug 2014 Sold $1.18M,13 Feb 2009 Sold $970k,21 Dec 1998 Sold $400k
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/61-elliott-ave-east-ryde-nsw-2113-13079739,"61 Elliott Ave, East Ryde",5,3,2,242m2,575m2,$2.20M,$2.40M,$1250/w,$1400/w,House 1989 242m2 575m2 Residential - A 439/31253 ,26 Oct 1988 Sold $220k,,
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/49-elliott-ave-east-ryde-nsw-2113-12797740,"49 Elliott Ave, East Ryde",3,1,1,,575m2,$1.50M,$1.60M,$650/w,$750/w,House 1970 575m2 Residential - A 445/31252 ,01 May 2014 Sold $1.05M,20 Feb 2014 Sold $1.06M,20 Feb 2013 Sold $1.05M
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/17-bluett-ave-east-ryde-nsw-2113-11980113,"17 Bluett Ave, East Ryde",3,1,2,150m2,594m2,$1.60M,$1.80M,$750/w,$850/w,House 1960 150m2 594m2 Residence Residential - A 191/30690 ,17 Apr 2015 Rented $770,23 Mar 2015 Listed for Rent $770,28 Apr 2014 Sold $1.11M
0,https://www.onthehouse.com.au/property/nsw/east-ryde-2113/34-elliott-ave-east-ryde-nsw-2113-13238869,"34 Elliott Ave, East Ryde",4,2,2,,575m2,$1.60M,$1.80M,$650/w,$750/w,House 1965 575m2 Residential - A 338/31252 ,24 Mar 2014 Sold $1.07M,,
