,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/93-barnetts-rd-winston-hills-nsw-2153-12457154,"93 Barnetts Rd, Winston Hills",3,1,1,,564m2,$900k,$1.00M,$500/w,$575/w,House 1972 564m2 Residential - A 2/DP236718 ,02 May 2020 Sold $868k,02 Mar 2019 Sold ,
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/46-clackmannan-rd-winston-hills-nsw-2153-11959046,"46 Clackmannan Rd, Winston Hills",3,2,2,,600m2,$1.00M,$1.10M,$425/w,$500/w,House 1980 600m2 Residence Residential - A 7/231049 ,25 Apr 2020 Sold $1.13M,"07 Apr 2020 Listed for Sale $1,125,000",30 Aug 2011 Sold $585k
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/54-huxley-dr-winston-hills-nsw-2153-12943274,"54 Huxley Dr, Winston Hills",4,2,2,,938m2,$1.30M,$1.40M,$575/w,$650/w,House 1979 938m2 Residential - A 98/DP230252 ,23 Apr 2020 Sold ,16 May 1979 Sold $72k,
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/7-tennyson-st-winston-hills-nsw-2153-12385841,"7 Tennyson St, Winston Hills",3,1,1,,589m2,$900k,$1.00M,$500/w,$575/w,House 1979 589m2 Residential - A 662/DP228561 ,26 Jun 2020 Listed for Rent $560 pw,22 Apr 2020 Sold $885k,26 Mar 2020 Listed for Sale SOLD
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/15-latona-st-winston-hills-nsw-2153-4049664,"15 Latona St, Winston Hills",3,1,1,,645m2,$900k,$1.00M,$500/w,$575/w,House 1999 645m2 Residence Residential - A 996/237551 ,20 Apr 2020 Sold $100k,12 Jan 2009 Sold $470k,14 Jul 1999 Sold $250k
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/5-hilary-st-winston-hills-nsw-2153-12898052,"5 Hilary St, Winston Hills",3,2,1,130m2,581m2,$900k,$1.00M,$500/w,$575/w,House 1980 130m2 581m2 Residence Residential - A 593/236972 ,19 Apr 2020 Sold $950k,05 Nov 2012 Sold $580k,21 Nov 1997 Sold $180k
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/16-hilary-st-winston-hills-nsw-2153-4672790,"16 Hilary St, Winston Hills",5,2,1,144m2,561m2,$900k,$1.00M,$500/w,$575/w,House 1968 144m2 561m2 Residence Residential - A 587/DP236972 ,18 Apr 2020 Sold $960k,08 Mar 2001 Sold $315k,
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/16-attlee-pl-winston-hills-nsw-2153-12492699,"16 Attlee Pl, Winston Hills",4,2,2,,750m2,$1.00M,$1.10M,$425/w,$500/w,House 1984 750m2 Residential - A 35/DP228084 ,17 Apr 2020 Sold $1.05M,27 Feb 1984 Sold $110k,27 Feb 1984 Sold $110k
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/45-lomond-cres-winston-hills-nsw-2153-12476974,"45 Lomond Cres, Winston Hills",2,1,1,,632m2,$900k,$1.00M,$425/w,$500/w,House 1978 632m2 Residential - A 54/DP230956 ,08 Apr 2020 Sold $930k,03 Feb 2018 Sold ,
0,https://www.onthehouse.com.au/property/nsw/winston-hills-2153/130-junction-rd-winston-hills-nsw-2153-13372058,"130 Junction Rd, Winston Hills",3,1,1,,568m2,$900k,$1.00M,$500/w,$575/w,House 1977 568m2 Residential - A 915/DP236465 ,02 Apr 2020 Sold ,,
