,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,year_type,Sold_History1,Sold_History2,Sold_History3,rent_low,rent_high
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/5-farnell-st-west-ryde-nsw-2114-5831518,"5 Farnell St, West Ryde",3,1,2,,941m2,$2.00M,$2.20M,House 1960 941m2 Residence Residential - A 8/618972 ,02 May 2019 Listed for Rent $600 per week,21 Dec 2016 Sold $1.60M,30 Mar 2010 Sold $820k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/9b-hermoyne-st-west-ryde-nsw-2114-20366581,"9b Hermoyne St, West Ryde",4,2,2,142m2,237m2,$1.24M,$1.52M,House 2016 142m2 237m2 ,20 Dec 2016 Sold $1.39M,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/9c-hermoyne-st-west-ryde-nsw-2114-20367672,"9c Hermoyne St, West Ryde",3,2,2,,237m2,$1.18M,$1.44M,House 2016 237m2 ,20 Dec 2016 Sold $1.30M,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/40-bennett-st-west-ryde-nsw-2114-13480188,"40 Bennett St, West Ryde",3,1,1,,601m2,$1.30M,$1.40M,House 1993 601m2 Residential - A 25/10400 ,15 Dec 2016 Sold $1.30M,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1107-victoria-rd-west-ryde-nsw-2114-13431517,"1107 Victoria Rd, West Ryde",3,1,1,,588m2,$1.20M,$1.30M,House 1970 588m2 Residential - A 291/16355 ,14 Dec 2016 Sold $1.17M,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/5-macpherson-st-west-ryde-nsw-2114-4330596,"5 Macpherson St, West Ryde",5,3,1,237m2,618m2,$2.00M,$2.20M,House 2017 237m2 618m2 Residence Residential - A 1/174215 ,13 Dec 2016 Sold $1.60M,22 Jan 2013 Sold $809k,07 Nov 2003 Sold $670k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/35a-federal-rd-west-ryde-nsw-2114-19947522,"35a Federal Rd, West Ryde",5,3,1,,,$1.80M,$2.00M,House ,08 Dec 2016 Sold ,,,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/33-griffiths-ave-west-ryde-nsw-2114-4343488,"33 Griffiths Ave, West Ryde",3,1,1,110m2,445m2,$1.50M,$1.60M,House 1960 110m2 445m2 Residence Residential - A 102/4825 ,05 Dec 2016 Sold $1.48M,30 May 2012 Sold $732k,07 Oct 2003 Sold $600k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1050-victoria-rd-west-ryde-nsw-2114-14420939,"1050 Victoria Rd, West Ryde",2,1,1,,3847m2,$1.05M,$1.58M,House 1970 3847m2 Business - B 15/1042767 ,,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1044--1046-victoria-rd-west-ryde-nsw-2114-14648627,"1044-1046 Victoria Rd, West Ryde",2,1,1,,2707m2,$1.06M,$1.58M,House 1970 2707m2 Business - B PT15/715564 ,,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/44-maxim-st-west-ryde-nsw-2114-2214280,"44 Maxim St, West Ryde",2,1,2,99m2,499m2,$1.20M,$1.30M,House 1920 99m2 499m2 Residential - A 2/202784 ,23 Nov 2016 Sold $1.26M,10 Oct 2008 Sold $580k,07 Nov 2005 Sold $520k,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2-huxley-st-west-ryde-nsw-2114-12756137,"2 Huxley St, West Ryde",2,1,1,103m2,605m2,$1.50M,$1.60M,House 1940 103m2 605m2 Residential - A 9/12627 ,12 Dec 2016 Rented $580,15 Nov 2016 Listed for Rent DEPOSIT TAKEN,14 Nov 2016 Sold $1.56M,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/21-bennett-st-west-ryde-nsw-2114-4678006,"21 Bennett St, West Ryde",5,3,2,,613m2,$2.40M,$2.60M,House 2001 613m2 Residence Residential - A 68/11061 ,14 Nov 2016 Sold $2.46M,30 Apr 2001 Sold $335k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/69-darvall-rd-west-ryde-nsw-2114-15993006,"69 Darvall Rd, West Ryde",4,2,2,310m2,793m2,$1.80M,$2.00M,House 2005 310m2 793m2 Residential - A A/417158 ,11 Nov 2016 Sold $1.95M,04 Sep 2000 Sold $355k,,$850/w,$950/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-melville-st-west-ryde-nsw-2114-13272773,"4 Melville St, West Ryde",4,1,2,,480m2,$1.40M,$1.50M,House 1979 480m2 Residential - A 24B/366139 ,30 Aug 2016 Listed for Sale Auction,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/72-parkes-st-west-ryde-nsw-2114-2406878,"72 Parkes St, West Ryde",3,1,1,127m2,604m2,$1.50M,$1.60M,House 1940 127m2 604m2 Residence Residential - A 49/8097 ,07 Nov 2016 Sold $1.54M,25 Jan 2007 Sold $640k,28 Jul 2003 Sold $285k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/12-eulalia-st-west-ryde-nsw-2114-13767288,"12 Eulalia St, West Ryde",3,1,1,,619m2,$1.40M,$1.50M,House 1980 619m2 Residential - A A/392945 ,01 Nov 2016 Sold $1.30M,29 Aug 2016 Listed for Sale SOLD,19 Dec 1985 Sold $124k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2-12-reserve-st-west-ryde-nsw-2114-19975874,"2/12 Reserve St, West Ryde",5,4,3,,,$1.60M,$1.80M,House ,31 Oct 2016 Sold $1.78M,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/102-rutledge-st-west-ryde-nsw-2114-12691452,"102 Rutledge St, West Ryde",3,1,2,,638m2,$1.20M,$1.30M,House 1980 638m2 Residential - A 4/218486 ,24 Oct 2016 Sold $1.20M,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1124-victoria-rd-west-ryde-nsw-2114-13274876,"1124 Victoria Rd, West Ryde",4,1,1,143m2,580m2,$900k,$1.00M,House 1930 143m2 580m2 Residential - A 2/1215117 ,14 Oct 2016 Sold $158k,14 Feb 2014 Sold $810k,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/3-hay-st-west-ryde-nsw-2114-19369275,"3 Hay St, West Ryde",3,1,1,,613m2,$1.50M,$1.60M,House 1980 613m2 Residential - A 29/DP11061 ,10 Oct 2016 Sold $1.64M,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/87-station-st-west-ryde-nsw-2114-13715646,"87 Station St, West Ryde",4,1,2,,765m2,$1.60M,$1.80M,House 1979 765m2 Residential - A 4/20624 ,06 Oct 2016 Sold $1.50M,21 Feb 1998 Sold $286k,07 Mar 1990 Sold $168k,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/21-gaza-rd-west-ryde-nsw-2114-12753479,"21 Gaza Rd, West Ryde",3,1,2,,714m2,$1.40M,$1.50M,House 1920 714m2 Residential - A 1/179985 ,23 Sep 2016 Sold $1.45M,07 Mar 1997 Sold $267k,19 Nov 1992 Sold $192k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/12a-grand-ave-west-ryde-nsw-2114-19951451,"12a Grand Ave, West Ryde",4,2,2,202m2,1008m2,$1.50M,$1.60M,House 2017 202m2 1008m2 ,23 Sep 2016 Sold $1.58M,"08 Jul 2016 Listed for Sale $1,500,000 - $1,600,000",,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/33-bennett-st-west-ryde-nsw-2114-2093096,"33 Bennett St, West Ryde",3,1,1,145m2,607m2,$1.60M,$1.80M,House 1920 145m2 607m2 Residence Residential - A 74/11061 ,19 Sep 2016 Sold $1.58M,12 Oct 2012 Sold $835k,07 Oct 2004 Sold $595k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1-macpherson-st-west-ryde-nsw-2114-16013701,"1 Macpherson St, West Ryde",3,2,2,110m2,482m2,$1.60M,$1.80M,House 1920 110m2 482m2 Residential - A 1/DP173462 ,17 Sep 2016 Sold $1.60M,"08 Sep 2016 Listed for Sale $1,600,000",06 Dec 2012 Sold $809k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/30-maxim-st-west-ryde-nsw-2114-4052820,"30 Maxim St, West Ryde",3,1,2,,550m2,$1.40M,$1.50M,House 1980 550m2 Residence Residential - A A/364880 ,13 Sep 2016 Sold $1.41M,19 Dec 2008 Sold $540k,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/23-hay-st-west-ryde-nsw-2114-13400356,"23 Hay St, West Ryde",3,2,2,162m2,674m2,$1.50M,$1.60M,House 1950 162m2 674m2 Residential - A 39/11061 ,12 Sep 2016 Sold $1.48M,19 Sep 2014 Sold $1.20M,06 Sep 1991 Sold $190k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1121-victoria-rd-west-ryde-nsw-2114-5948230,"1121 Victoria Rd, West Ryde",3,2,1,135m2,588m2,$1.20M,$1.30M,House 1950 135m2 588m2 Residential - A 298/16355 ,12 Sep 2016 Sold $1.18M,04 Oct 1995 Sold $185k,12 Sep 1990 Sold $165k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/8-eulalia-st-west-ryde-nsw-2114-12529497,"8 Eulalia St, West Ryde",3,2,2,108m2,379m2,$1.20M,$1.30M,House 1960 108m2 379m2 Residence Residential - A 1/503552 ,07 Sep 2016 Sold $1.20M,"08 Jul 2016 Listed for Sale $1,100,000 - $1,200,000",05 Jan 2016 Rented $550,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/9-andrew-st-west-ryde-nsw-2114-11170078,"9 Andrew St, West Ryde",3,1,1,112m2,600m2,$1.40M,$1.50M,House 1956 112m2 600m2 House Residential - A 2/847059 ,18 Sep 2017 Listed for Rent $680 - $720 per week,26 Sep 2016 Rented $750,05 Sep 2016 Sold $1.47M,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/12-grand-ave-west-ryde-nsw-2114-13681990,"12 Grand Ave, West Ryde",4,2,2,,1011m2,$1.43M,$1.74M,House 1925 1011m2 Residential - A 15/4516 ,02 Sep 2016 Sold $1.58M,"08 Jul 2016 Listed for Sale $1,500,000 - $1,600,000",16 Dec 2013 Sold $1.28M,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/85-winbourne-st-e-west-ryde-nsw-2114-14270231,"85 Winbourne St E, West Ryde",3,2,2,132m2,973m2,$1.24M,$1.52M,House 1975 132m2 973m2 Residential - A 2/28606 ,31 Aug 2016 Sold $1.32M,26 Apr 2016 Listed for Sale Inspection cancelled | Contact agent,25 Mar 2005 Sold $650k,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/55-hay-st-west-ryde-nsw-2114-13506174,"55 Hay St, West Ryde",4,2,4,,689m2,$1.50M,$1.60M,House 1978 689m2 Residential - A 20/DP12291 ,29 Aug 2016 Sold $1.48M,09 Jun 2016 Listed for Sale Contact Agent,,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/63-moss-st-west-ryde-nsw-2114-2359649,"63 Moss St, West Ryde",3,2,4,101m2,601m2,$1.50M,$1.60M,House 1960 101m2 601m2 Residential - A B/358832 ,26 Aug 2016 Sold $1.30M,25 Sep 1998 Sold $290k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/5-35-gaza-rd-west-ryde-nsw-2114-3306010,"5/35 Gaza Rd, West Ryde",3,2,1,103m2,3035m2,$1.00M,$1.10M,House 1985 103m2 3035m2 Residential - A 5/SP22837 ,26 Aug 2016 Sold $1.09M,09 Jun 2016 Listed for Sale Auction Price Guide $900k-$1m,23 May 2014 Sold $845k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/30-anthony-rd-west-ryde-nsw-2114-13012444,"30 Anthony Rd, West Ryde",5,2,3,205m2,809m2,$1.80M,$2.00M,House 1920 205m2 809m2 Residential - A 535/DP13352 ,22 Aug 2016 Sold $1.69M,24 Apr 2016 Listed for Sale Auction,,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-benson-st-west-ryde-nsw-2114-13642786,"4 Benson St, West Ryde",4,1,1,,588m2,$1.30M,$1.40M,House 1978 588m2 Residential - A 3/DP524173 ,19 Aug 2016 Sold $1.20M,28 May 2016 Listed for Sale Motivated Vendor | For Sale,28 Apr 2016 Listed for Sale For sale | Open this Sat @ 12:15pm,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/59-falconer-st-west-ryde-nsw-2114-13512866,"59 Falconer St, West Ryde",3,1,2,,647m2,$1.40M,$1.50M,House 1980 647m2 Residential - A 1/DP223727 ,15 Aug 2016 Sold ,16 Nov 1987 Sold $149k,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/5-moss-st-west-ryde-nsw-2114-8221484,"5 Moss St, West Ryde",5,2,2,274m2,627m2,$2.40M,$2.60M,House 2005 274m2 627m2 Residential - A 18/1257 ,11 Aug 2016 Sold $2.10M,21 Oct 2015 Listed for Sale Contact Agent,29 Nov 2001 Sold $410k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/22-farnell-st-west-ryde-nsw-2114-13158208,"22 Farnell St, West Ryde",4,2,9,155m2,929m2,$1.60M,$1.80M,House 1965 155m2 929m2 Residential - A 1/217763 ,08 Jul 2018 Listed for Rent $850 per week,08 Aug 2016 Sold $1.56M,,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/61-station-st-west-ryde-nsw-2114-13353659,"61 Station St, West Ryde",3,1,2,104m2,796m2,$1.40M,$1.50M,House 1950 104m2 796m2 Residence Residential - A 27/2322 ,08 Aug 2016 Sold $1.30M,28 Apr 2015 Sold $1.20M,21 Jan 2013 Sold $730k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/142-darvall-rd-west-ryde-nsw-2114-2075967,"142 Darvall Rd, West Ryde",3,2,2,101m2,531m2,$1.30M,$1.40M,House 1950 101m2 531m2 Residence Residential - A 13/18889 ,08 Aug 2016 Sold $1.25M,24 May 2016 Listed for Sale Auction 16th July at 12.15pm (Unless Sold Prior),04 Dec 2009 Sold $695k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/5-hall-st-west-ryde-nsw-2114-2125587,"5 Hall St, West Ryde",3,1,-,,795m2,$1.60M,$1.80M,House 1980 795m2 Residential - A 343/22740 ,08 Aug 2016 Sold $1.69M,01 Jun 2016 Listed for Sale Contact for Price,06 Apr 2005 Sold $660k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4a-deakin-st-west-ryde-nsw-2114-2252485,"4a Deakin St, West Ryde",3,2,2,100m2,459m2,$1.30M,$1.40M,House 1995 100m2 459m2 Residential - A 2/867022 ,04 Aug 2016 Sold $1.28M,"23 May 2016 Listed for Sale $1,275,000",30 Mar 2006 Sold $590k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/12-benson-st-west-ryde-nsw-2114-12944787,"12 Benson St, West Ryde",3,2,2,,1177m2,$1.80M,$2.00M,House 2016 1177m2 Residential - A 64/DP6367 ,29 Jul 2016 Sold $1.73M,23 Feb 2016 Listed for Sale Sold,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/33-gaza-rd-west-ryde-nsw-2114-13679462,"33 Gaza Rd, West Ryde",9,6,2,,752m2,$1.10M,$1.65M,House 1992 752m2 Residential - A A/340136 ,28 Jul 2016 Sold $1.20M,18 Oct 2013 Sold $1.20M,22 May 1992 Sold $175k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/31-gaza-rd-west-ryde-nsw-2114-12821705,"31 Gaza Rd, West Ryde",3,1,1,,1360m2,$1.34M,$2.01M,House 1930 1360m2 Residence Residential - A C/340136 ,19 Jul 2013 Rented $430,21 Jan 2013 Sold $1.10M,16 Oct 2012 Sold $850k,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/6-mellor-st-west-ryde-nsw-2114-4466867,"6 Mellor St, West Ryde",3,1,1,101m2,539m2,$1.30M,$1.40M,House 1950 101m2 539m2 Residence Residential - A 26/166033 ,07 Jul 2016 Sold $1.14M,12 Dec 2001 Sold $357k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-58-adelaide-st-west-ryde-nsw-2114-11339529,"4/58 Adelaide St, West Ryde",3,2,2,103m2,1677m2,$1.00M,$1.10M,House 1994 103m2 1677m2 Residential - A 4/SP46511 ,06 Jul 2016 Sold $1.10M,,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/19a-maxim-st-west-ryde-nsw-2114-2514733,"19a Maxim St, West Ryde",4,2,2,176m2,551m2,$1.40M,$1.50M,House 1925 176m2 551m2 Residence Residential - A 2/606903 ,04 Jul 2016 Sold $1.46M,19 Jan 2010 Sold $635k,28 Nov 2007 Sold $550k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1150-victoria-rd-west-ryde-nsw-2114-13824107,"1150 Victoria Rd, West Ryde",4,1,3,120m2,442m2,$1.10M,$1.20M,House 1920 120m2 442m2 Residential - A 1/122128 ,01 Jul 2016 Sold $999k,03 Nov 2014 Sold $820k,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/20-dickson-ave-west-ryde-nsw-2114-4748946,"20 Dickson Ave, West Ryde",3,1,1,,746m2,$1.40M,$1.50M,House 1983 746m2 Residential - A 265/14255 ,29 Jun 2016 Sold $1.23M,13 Apr 2000 Sold $385k,07 Jun 1983 Sold $90k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/16-lambert-st-west-ryde-nsw-2114-2555704,"16 Lambert St, West Ryde",5,3,1,111m2,999m2,$1.40M,$1.72M,House 2017 111m2 999m2 Residential - A 36/28855 ,05 Dec 2007 Sold $630k,14 Oct 1988 Sold $220k,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/3-64a-brush-rd-west-ryde-nsw-2114-13091301,"3/64a Brush Rd, West Ryde",3,1,1,167m2,3128m2,$900k,$1.00M,House 1980 167m2 3128m2 Residential - A 1/SP32526 ,28 Apr 2020 Listed for Rent **DEPOSIT TAKEN**,20 Jun 2016 Sold $1.37M,25 Aug 2000 Sold $286k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/46-hermitage-rd-west-ryde-nsw-2114-13606299,"46 Hermitage Rd, West Ryde",3,2,2,,537m2,$2.00M,$2.20M,House 1950 537m2 Residential - A 16/DP8041 ,17 Jun 2016 Sold $1.35M,,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/9-bennett-st-west-ryde-nsw-2114-13531396,"9 Bennett St, West Ryde",3,1,1,,612m2,$1.60M,$1.80M,House 1980 612m2 Residential - A 18/DP10400 ,09 Jun 2016 Sold $1.38M,18 Apr 2016 Listed for Sale Contact Agent,30 Dec 1985 Sold $10.00M,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-35--37-tramway-st-west-ryde-nsw-2114-18264212,"4/35-37 Tramway St, West Ryde",3,1,1,412m2,2619m2,$750k,$800k,House 1969 412m2 2619m2 Residential - A ,09 Jun 2016 Sold $805k,12 Sep 1986 Sold $97k,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/21-orchard-st-west-ryde-nsw-2114-4453059,"21 Orchard St, West Ryde",3,1,1,115m2,539m2,$1.50M,$1.60M,House 1920 115m2 539m2 Residence Residential - A 18/11340 ,07 Jun 2016 Sold $1.38M,06 Dec 2002 Sold $635k,12 May 1992 Sold $217k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/16-shaftsbury-rd-west-ryde-nsw-2114-5834644,"16 Shaftsbury Rd, West Ryde",4,3,2,,306m2,$1.80M,$2.00M,House 1992 306m2 Residential - A 541/DP1174620 ,04 Jun 2016 Sold ,,,$950/w,$1100/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/61-darvall-rd-west-ryde-nsw-2114-13010936,"61 Darvall Rd, West Ryde",6,4,2,375m2,1213m2,$1.80M,$2.00M,House 1960 375m2 1213m2 Residential - A 102/DP614798 ,02 Jun 2016 Sold $1.73M,11 Dec 1980 Sold $100k,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/39-tramway-st-west-ryde-nsw-2114-5720456,"39 Tramway St, West Ryde",4,2,2,112m2,803m2,$1.20M,$1.30M,House 1960 112m2 803m2 Residence Residential - A 3/502766 ,31 May 2016 Sold $400k,02 Jul 2014 Sold $1.06M,15 Jan 2010 Sold $700k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/125-constitution-rd-w-west-ryde-nsw-2114-14028739,"125 Constitution Rd W, West Ryde",5,3,2,,613m2,$1.70M,$2.55M,House 2005 613m2 Residential - A 2/DP223133 ,27 May 2016 Sold $2.05M,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/47-chatham-rd-west-ryde-nsw-2114-18773932,"47 Chatham Rd, West Ryde",4,1,1,135m2,695m2,$1.60M,$1.80M,House 1932 135m2 695m2 Residential - A 134/11208 ,27 May 2016 Sold $1.67M,04 Feb 2015 Rented $780,22 Sep 2014 Sold $1.34M,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/64-hay-st-west-ryde-nsw-2114-12888170,"64 Hay St, West Ryde",4,2,2,190m2,461m2,$1.40M,$1.50M,House 1960 190m2 461m2 Residential - A 28/12291 ,20 May 2016 Sold $1.35M,27 Jan 1995 Sold $214k,17 Sep 1982 Sold $68k,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/16a-falconer-st-west-ryde-nsw-2114-13073847,"16a Falconer St, West Ryde",6,2,3,,815m2,$2.00M,$2.20M,House 1987 815m2 Residential - A B/384960 ,19 May 2016 Sold $1.82M,18 Jun 1998 Sold $485k,19 Nov 1987 Sold $146k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/25-clarke-st-west-ryde-nsw-2114-2359035,"25 Clarke St, West Ryde",3,2,2,,603m2,$1.50M,$1.60M,House 1918 603m2 Residential - A 10/6582 ,02 May 2016 Sold $1.41M,27 Jan 2016 Listed for Sale Auction 20/2/16 at 9.00am On site,20 Jan 2006 Sold $710k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/19-grand-ave-west-ryde-nsw-2114-4235713,"19 Grand Ave, West Ryde",4,3,1,240m2,806m2,$1.29M,$1.75M,House 2015 240m2 806m2 Residence Residential - A 2/565570 ,27 Apr 2016 Sold $1.10M,04 May 2015 Sold $1.41M,07 Apr 2015 Listed for Sale Auction Unless Sold Prior,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/62-dickson-ave-west-ryde-nsw-2114-13026486,"62 Dickson Ave, West Ryde",3,1,1,,590m2,$1.60M,$1.80M,House 1940 590m2 Residential - A 307/DP16355 ,18 Apr 2016 Sold $1.52M,19 Jan 2015 Rented $600,06 Jan 2015 Listed for Rent $650 per week,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/38c-station-st-west-ryde-nsw-2114-14420852,"38c Station St, West Ryde",1,1,1,,87m2,$1.06M,$1.59M,House 2017 87m2 Residential - A 1/DP130856 ,18 Apr 2016 Sold $53k,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/11-glenayr-ave-west-ryde-nsw-2114-4303343,"11 Glenayr Ave, West Ryde",3,1,2,144m2,481m2,$1.30M,$1.40M,House 1950 144m2 481m2 Residence Residential - A 100/19136 ,05 May 2016 Rented $680,26 Apr 2016 Listed for Rent DEPOSIT TAKEN,18 Apr 2016 Sold $1.22M,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/64-anzac-ave-west-ryde-nsw-2114-13638337,"64 Anzac Ave, West Ryde",4,2,2,809m2,809m2,$1.80M,$2.00M,House 1930 809m2 809m2 Residential - A 1/DP947358 ,01 Apr 2016 Sold $1.66M,,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/71-forsyth-st-west-ryde-nsw-2114-4649484,"71 Forsyth St, West Ryde",3,1,1,97m2,499m2,$1.40M,$1.50M,House 1930 97m2 499m2 Residence Residential - A 3/902526 ,24 Mar 2016 Sold $1.34M,27 Jul 2001 Sold $400k,09 May 2000 Sold $370k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/22-linton-ave-west-ryde-nsw-2114-7366545,"22 Linton Ave, West Ryde",5,3,2,277m2,557m2,$2.00M,$2.20M,House 1930 277m2 557m2 Residence Residential - A 95/8097 ,24 Mar 2016 Sold $1.91M,15 Jun 2015 Listed for Sale Offers Invited,18 Jun 2011 Rented $530,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/6-griffiths-ave-west-ryde-nsw-2114-12768274,"6 Griffiths Ave, West Ryde",2,1,1,180m2,495m2,$1.60M,$1.80M,House 1950 180m2 495m2 Residential - A 56/DP4825 ,16 Mar 2016 Sold ,15 Sep 2015 Sold $1.51M,09 Jun 1989 Sold $215k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/7-35--37-tramway-st-west-ryde-nsw-2114-2513550,"7/35-37 Tramway St, West Ryde",3,1,2,412m2,2619m2,$900k,$1.00M,House 1969 412m2 2619m2 Residential - A 7/SP4476 ,25 Aug 2011 Sold $550k,05 Oct 2007 Sold $414k,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/38-station-st-west-ryde-nsw-2114-5831521,"38 Station St, West Ryde",2,1,1,,892m2,$1.60M,$1.80M,House 1960 892m2 Residence Residential - A F/364800 ,09 Mar 2016 Sold  (Partial Sale) ,14 Sep 2010 Sold $780k,,$200/w,$250/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/56-bennett-st-west-ryde-nsw-2114-12860645,"56 Bennett St, West Ryde",4,2,2,140m2,601m2,$1.60M,$1.80M,House 1920 140m2 601m2 Residential - A 97/DP11061 ,02 Mar 2016 Sold $1.40M,,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/37-darwin-st-west-ryde-nsw-2114-12401667,"37 Darwin St, West Ryde",4,1,1,,904m2,$1.60M,$1.80M,House 1980 904m2 Residential - A A/DP418027 ,01 Mar 2016 Sold $950k,02 Sep 2015 Sold $1.23M,29 Jun 2015 Listed for Sale Auction Unless Sold Prior,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/119-darvall-rd-west-ryde-nsw-2114-12677180,"119 Darvall Rd, West Ryde",4,2,2,104m2,720m2,$1.60M,$1.80M,House 1950 104m2 720m2 Residential - A 13/35774 ,29 Feb 2016 Sold $1.00M,"30 Oct 2015 Listed for Sale For Sale - $1,000,000 to $1,050,000",,$650/w,$750/w
