,Link,address,Bedrooms,Bathrooms,Car spaces,Floor area,Land area,sell_low,sell_high,year_type,Sold_History1,Sold_History2,Sold_History3,rent_low,rent_high
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-56-linton-ave-west-ryde-nsw-2114-4629855,"4/56 Linton Ave, West Ryde",2,1,1,92m2,1961m2,$900k,$1.00M,House 1986 92m2 1961m2 Residence Residential - A 4/SP31223 ,06 Dec 2017 Sold $937k,29 Sep 2017 Listed for Sale Contact Agent,25 Jun 2012 Sold $535k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/150-darvall-rd-west-ryde-nsw-2114-10225552,"150 Darvall Rd, West Ryde",4,2,2,155m2,531m2,$1.50M,$1.60M,House 1950 155m2 531m2 Residence Residential - A 9/18889 ,27 Nov 2017 Sold $1.66M,06 Apr 2017 Sold $477k,10 Feb 2014 Sold ,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/6-deakin-st-west-ryde-nsw-2114-12852146,"6 Deakin St, West Ryde",3,1,1,124m2,1012m2,$2.80M,$3.00M,House 1950 124m2 1012m2 Residential - A ,24 Nov 2017 Sold $2.61M,16 Apr 1981 Sold $80k,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2-hermoyne-st-west-ryde-nsw-2114-12669261,"2 Hermoyne St, West Ryde",3,1,1,127m2,942m2,$1.60M,$1.80M,House 1970 127m2 942m2 Residential - A 14/DP30375 ,20 Nov 2017 Sold $1.81M,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/48-adelaide-st-west-ryde-nsw-2114-12682032,"48 Adelaide St, West Ryde",3,2,3,,1012m2,$2.40M,$2.60M,House 1980 1012m2 Residential - A ,20 Nov 2017 Sold $2.70M,07 Sep 2017 Listed for Sale Auction On Site Saturday 7th October at 11.00am,02 Oct 1987 Sold $141k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/118-brush-rd-west-ryde-nsw-2114-12303470,"118 Brush Rd, West Ryde",3,2,1,,645m2,$1.40M,$1.50M,House 1986 645m2 Residential - A 18/DP35774 ,23 May 2019 Listed for Rent $580 per week,27 Jun 2018 Listed for Rent $590 - $620 per week,17 Nov 2017 Sold $1.41M,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/78-anzac-ave-west-ryde-nsw-2114-12714669,"78 Anzac Ave, West Ryde",4,2,-,157m2,919m2,$1.80M,$2.00M,House 1970 157m2 919m2 Residential - A 9/9903 ,10 Nov 2017 Sold $1.87M,05 Feb 1993 Sold $227k,11 May 1988 Sold $132k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/64-west-pde-west-ryde-nsw-2114-4883161,"64 West Pde, West Ryde",5,2,3,208m2,809m2,$2.00M,$2.20M,House 1920 208m2 809m2 Residence Residential - A 34/4051 ,10 Nov 2017 Sold $2.17M,31 Aug 2013 Sold $1.10M,15 Jun 2009 Sold $775k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1-hermitage-rd-west-ryde-nsw-2114-4493064,"1 Hermitage Rd, West Ryde",4,1,1,135m2,588m2,$1.60M,$1.80M,House 1910 135m2 588m2 Residence Residential - A 2/216464 ,06 Nov 2017 Sold $1.93M,30 Aug 2017 Listed for Sale Auction 23/9/17 at 9.00am On site,08 Dec 2014 Sold $1.54M,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/22-maxim-st-west-ryde-nsw-2114-13018134,"22 Maxim St, West Ryde",3,3,-,163m2,1088m2,$2.00M,$2.20M,House 1910 163m2 1088m2 Residential - A ,26 Oct 2017 Sold $2.50M,31 Jan 1990 Sold $2.18M,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/38-hermitage-rd-west-ryde-nsw-2114-12684022,"38 Hermitage Rd, West Ryde",3,2,1,,713m2,$1.60M,$1.80M,House 1968 713m2 Residential - A A/DP900564 ,22 Oct 2017 Sold ,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1139-victoria-rd-west-ryde-nsw-2114-4748772,"1139 Victoria Rd, West Ryde",2,1,1,,657m2,$1.34M,$1.64M,House 1980 657m2 Commercial Commercial - C 1/34953 ,20 Oct 2017 Sold $1.60M,03 May 2016 Rented ,10 Jul 2013 Rented $1.25k,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/12-50-west-pde-west-ryde-nsw-2114-2453702,"12/50 West Pde, West Ryde",1,1,1,160m2,746m2,$450k,$500k,House 1968 160m2 746m2 Residential - A 12/SP3314 ,17 Oct 2017 Sold $470k,"10 Jul 2017 Listed for Sale For Sale $470,000 - $500,000",29 May 2012 Rented $340,$300/w,$350/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/41-hay-st-west-ryde-nsw-2114-12909320,"41 Hay St, West Ryde",3,1,1,115m2,618m2,$1.40M,$1.50M,House 1950 115m2 618m2 Residential - A 47/DP11061 ,16 Oct 2017 Sold ,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/20-huxley-st-west-ryde-nsw-2114-2527143,"20 Huxley St, West Ryde",2,1,1,97m2,742m2,$1.50M,$1.60M,House 1950 97m2 742m2 Residential - A 5/35789 ,27 Sep 2017 Sold $1.73M,17 Jul 2017 Listed for Sale Auction On-Site This Saturday,19 Aug 2013 Sold $967k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/12-bennett-st-west-ryde-nsw-2114-12961870,"12 Bennett St, West Ryde",3,1,1,105m2,627m2,$1.40M,$1.50M,House 1920 105m2 627m2 Residential - A 11/1257 ,25 Sep 2017 Sold $1.77M,15 Apr 2014 Sold $1.04M,30 Jan 1987 Sold $93k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/3-mirool-st-west-ryde-nsw-2114-2161220,"3 Mirool St, West Ryde",4,2,2,,739m2,$1.60M,$1.80M,House 1930 739m2 Residential - A 228/23812 ,20 Sep 2017 Sold $1.50M,18 Aug 2017 Sold ,19 Jul 2017 Listed for Sale Auction cancelled. Sold prior to auction,$850/w,$950/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/45-linton-ave-west-ryde-nsw-2114-19383225,"45 Linton Ave, West Ryde",2,1,2,81m2,474m2,$1.30M,$1.40M,House 1940 81m2 474m2 Residential - A 2/230650 ,18 Sep 2017 Sold $1.47M,22 May 2017 Listed for Sale FINAL CALL | Auction this Saturday,20 Mar 2009 Sold $515k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/55-falconer-st-west-ryde-nsw-2114-2434137,"55 Falconer St, West Ryde",4,2,2,173m2,663m2,$1.60M,$1.80M,House 1950 173m2 663m2 Residence Residential - A 1/945796 ,18 Sep 2017 Sold $1.91M,22 May 2007 Sold $15k,05 Apr 2002 Sold $695k,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/53-moss-st-west-ryde-nsw-2114-12096047,"53 Moss St, West Ryde",3,1,1,,600m2,$2.20M,$2.40M,House 1950 600m2 Residential - A 103/DP11061 ,11 Sep 2017 Sold $1.67M,05 Sep 2017 Listed for Rent Leased,"29 Jun 2017 Listed for Sale $1,670,000",$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/13-3-terry-rd-west-ryde-nsw-2114-13330387,"13/3 Terry Rd, West Ryde",-,1,1,26m2,969m2,$400k,$450k,House 1990 26m2 969m2 Residential - A 13/SP12775 ,11 Sep 2017 Sold $330k,22 Jan 1993 Sold $72k,,$250/w,$300/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2-darwin-st-west-ryde-nsw-2114-2325110,"2 Darwin St, West Ryde",5,3,2,256m2,757m2,$2.00M,$2.20M,House 1920 256m2 757m2 Residential - A 10/790674 ,01 Sep 2017 Sold $2.08M,22 Apr 2013 Sold $728k,10 Aug 2006 Sold $782k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/14-9--13-endeavour-st-west-ryde-nsw-2114-12803008,"14/9-13 Endeavour St, West Ryde",2,1,1,87m2,1855m2,$650k,$700k,House 1965 87m2 1855m2 Residential - A 14/SP22070 ,22 Aug 2017 Sold $730k,19 Jun 2017 Listed for Sale FOR SALE | Rear of complex position,22 Jan 2007 Sold $343k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/16a-shaftsbury-rd-west-ryde-nsw-2114-12705265,"16a Shaftsbury Rd, West Ryde",4,3,4,150m2,480m2,$1.60M,$1.80M,House 2016 150m2 480m2 Residential - A 541/DP1174620 ,21 Aug 2017 Sold $1.62M,09 Jun 2017 Listed for Sale Sold,22 Dec 2016 Sold $1.45M,$850/w,$950/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/19-goodwin-st-west-ryde-nsw-2114-13330767,"19 Goodwin St, West Ryde",3,1,1,,677m2,$1.50M,$1.60M,House 1920 677m2 Residential - A 3/DP13948 ,05 Oct 2017 Rented $590,15 Aug 2017 Listed for Rent DEPOSIT TAKEN!!,08 Aug 2017 Sold $1.66M,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2a-clarke-st-west-ryde-nsw-2114-12899406,"2a Clarke St, West Ryde",3,2,1,138m2,337m2,$1.50M,$1.60M,House 1995 138m2 337m2 Residence Residential - A 142/DP882419 ,25 Jul 2017 Sold $1.67M,28 Oct 2011 Sold $700k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/62-anzac-ave-west-ryde-nsw-2114-8226043,"62 Anzac Ave, West Ryde",3,3,2,,809m2,$2.00M,$2.20M,House 1980 809m2 Null Residential - A 1/DP947838 ,25 Jul 2017 Sold $2.32M,22 Apr 2017 Sold $2.32M,"23 Mar 2017 Listed for Sale $2,319,000",$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/17-huxley-st-west-ryde-nsw-2114-13481031,"17 Huxley St, West Ryde",3,2,1,,746m2,$1.60M,$1.80M,House 1960 746m2 Residential - A 20/DP20132 ,24 Jul 2017 Sold $1.68M,07 Apr 2016 Listed for Sale UNDER CONTRACT,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/21-adelaide-st-west-ryde-nsw-2114-12709816,"21 Adelaide St, West Ryde",3,1,2,159m2,600m2,$1.40M,$1.50M,House 1950 159m2 600m2 Residential - A 29/DP10400 ,20 Jul 2017 Sold $1.42M,08 Jun 2017 Listed for Sale Contact Agent,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1a-forsyth-st-west-ryde-nsw-2114-20002463,"1a Forsyth St, West Ryde",4,3,1,,347m2,$1.60M,$1.80M,House 1980 347m2 Residential - A 5/DP21452 ,19 Jul 2017 Sold $1.65M,"17 Mar 2017 Listed for Sale SOLD FOR $1,650,000",,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/54-winbourne-st-west-ryde-nsw-2114-12969733,"54 Winbourne St, West Ryde",3,1,3,157m2,929m2,$1.52M,$2.05M,House 1969 157m2 929m2 Residential - A 2/DP412691 ,13 Apr 2019 Sold $1.68M,04 Jul 2017 Sold $1.84M,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/91-winbourne-st-west-ryde-nsw-2114-13540514,"91 Winbourne St, West Ryde",3,1,2,,588m2,$1.50M,$1.60M,House 1983 588m2 Residential - A 9/DP218486 ,04 Jul 2017 Sold $1.50M,"18 May 2017 Listed for Sale $1,500,000",26 Jun 2015 Rented $580,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-hibble-st-west-ryde-nsw-2114-13620691,"4 Hibble St, West Ryde",5,2,4,297m2,709m2,$2.00M,$2.20M,House 1975 297m2 709m2 Residential - A 2/DP576474 ,27 Jun 2017 Sold $2.17M,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/62-falconer-st-west-ryde-nsw-2114-18808917,"62 Falconer St, West Ryde",4,2,2,204m2,1088m2,$1.75M,$2.14M,House 1910 204m2 1088m2 Residential - A 1/115177 ,26 Jun 2017 Sold $2.30M,15 Aug 2014 Sold $1.65M,31 Jul 1992 Sold $295k,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/95-marsden-rd-west-ryde-nsw-2114-11091438,"95 Marsden Rd, West Ryde",3,2,2,,335m2,$1.20M,$1.30M,House 2011 335m2 Residence Residential - A 1011/869742 ,23 Jun 2017 Sold $1.22M,27 Apr 2011 Sold $700k,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/13-eulalia-st-west-ryde-nsw-2114-11934329,"13 Eulalia St, West Ryde",4,1,1,115m2,588m2,$1.50M,$1.60M,House 1955 115m2 588m2 Residence Residential - A A/395392 ,19 Jun 2017 Sold $1.60M,"18 Apr 2017 Listed for Sale SOLD BY BRODERICK WRIGHT, MANY MORE WANTED",20 Aug 2012 Sold $740k,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-35-gaza-rd-west-ryde-nsw-2114-13041851,"4/35 Gaza Rd, West Ryde",3,2,2,166m2,3035m2,$1.00M,$1.10M,House 1985 166m2 3035m2 Residential - A 4/7/22837/3646 ,19 Jun 2017 Sold $1.12M,07 Apr 2017 Listed for Sale Auction 6th May at 12:15 pm (Unless Sold Prior),05 Aug 1998 Sold $207k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/6-goodwin-st-west-ryde-nsw-2114-4670903,"6 Goodwin St, West Ryde",4,2,2,,512m2,$1.80M,$2.00M,House 1925 512m2 Residence Residential - A 3/11340 ,19 Jun 2017 Sold $1.85M,01 Mar 2017 Listed for Sale Auction,11 Apr 2001 Sold $436k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1-15-deakin-st-west-ryde-nsw-2114-13079701,"1/15 Deakin St, West Ryde",3,2,1,100m2,1002m2,$1.00M,$1.10M,House 1998 100m2 1002m2 Residential - A 1/SP57104 ,09 Jun 2017 Sold $1.07M,13 Mar 2017 Listed for Sale UNDER OFFER,04 Jun 1998 Sold $300k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/17-herbert-st-west-ryde-nsw-2114-2397423,"17 Herbert St, West Ryde",4,2,1,,508m2,$1.60M,$1.80M,House 1988 508m2 Residential - A 4/8041 ,08 Jun 2017 Sold $1.76M,31 Jan 2007 Sold $700k,13 Dec 1993 Sold $198k,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/29-farnell-st-west-ryde-nsw-2114-2420192,"29 Farnell St, West Ryde",5,3,2,222m2,2200m2,$2.00M,$2.20M,House 1970 222m2 2200m2 Residence Residential - A 13/30562 ,08 Jun 2017 Sold $2.05M,13 Mar 2017 Listed for Sale For Sale - contact agent,14 Oct 2015 Listed for Sale Expressions Of Interest,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/64-bennett-st-west-ryde-nsw-2114-5641262,"64 Bennett St, West Ryde",5,4,3,320m2,902m2,$2.00M,$2.20M,House 1940 320m2 902m2 Residence Residential - A 93/11061 ,05 Jun 2017 Sold $2.18M,22 Jan 2010 Sold $1.02M,08 Apr 1981 Sold $68k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/62-brush-rd-west-ryde-nsw-2114-13444861,"62 Brush Rd, West Ryde",4,2,2,,613m2,$1.60M,$1.80M,House 1978 613m2 Residential - A 3/DP594717 ,02 Jun 2017 Sold $1.68M,04 Nov 2016 Listed for Sale UNDER NEGOTIATION,"08 Aug 2016 Listed for Sale $1,600,000 - $1,700,000",$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/48-farnell-st-west-ryde-nsw-2114-18810779,"48 Farnell St, West Ryde",6,5,3,511m2,1189m2,$3.50M,$3.75M,House 2009 511m2 1189m2 Residential - A 18/30394 ,23 May 2017 Sold $3.87M,12 Jun 2007 Sold $740k,07 Apr 2004 Sold $735k,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/30-farnell-st-west-ryde-nsw-2114-13176744,"30 Farnell St, West Ryde",5,3,2,196m2,1182m2,$1.39M,$1.88M,House 1953 196m2 1182m2 Residential - A 1/219137 ,25 Jan 2019 Listed for Sale For Sale - Call Jason 0422 700 100,19 May 2017 Sold $1.78M,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/9-murray-st-west-ryde-nsw-2114-2349235,"9 Murray St, West Ryde",5,2,2,206m2,766m2,$2.00M,$2.20M,House 1930 206m2 766m2 Residential - A 36/11086 ,18 May 2017 Sold $2.22M,25 Oct 2006 Sold $575k,12 May 1981 Sold $84k,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-34-federal-rd-west-ryde-nsw-2114-2497252,"4/34 Federal Rd, West Ryde",3,2,2,98m2,1243m2,$1.10M,$1.20M,House 2001 98m2 1243m2 Residential - A 4/SP66707 ,17 May 2017 Sold $1.20M,"28 Mar 2017 Listed for Sale $1,090,000 - $1,190,000",06 Mar 2015 Sold $960k,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/45-winbourne-st-west-ryde-nsw-2114-9259972,"45 Winbourne St, West Ryde",3,1,3,,1018m2,$1.41M,$2.12M,House 1940 1018m2 Residence Residential - A 2/86163 ,10 May 2017 Sold $2.11M,,,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/8-moss-st-west-ryde-nsw-2114-13414911,"8 Moss St, West Ryde",3,1,2,110m2,625m2,$1.80M,$2.00M,House 1955 110m2 625m2 Residential - A 44/DP1257 ,02 May 2017 Sold ,15 Apr 2016 Sold $1.32M,06 Nov 2015 Listed for Sale Deceased Estate Auction.,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/58-hay-st-west-ryde-nsw-2114-12764825,"58 Hay St, West Ryde",3,1,1,119m2,556m2,$1.60M,$1.80M,House 1930 119m2 556m2 Residential - A 31/12291 ,01 May 2017 Sold $1.32M,03 Mar 2017 Listed for Sale Sold by Joe Arena - 0406 998 766,,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/43-winbourne-st-west-ryde-nsw-2114-13618035,"43 Winbourne St, West Ryde",3,1,2,,1018m2,$1.40M,$1.89M,House 1980 1018m2 Residential - A 1/DP38023 ,01 May 2017 Sold $1.91M,18 Jan 2016 Sold $1.23M,07 Sep 2015 Listed for Sale Auction,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/13b-anthony-rd-west-ryde-nsw-2114-20332339,"13b Anthony Rd, West Ryde",2,1,1,,415m2,$1.40M,$1.50M,House 2017 415m2 ,24 Apr 2017 Sold $1.20M,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/74b-brush-rd-west-ryde-nsw-2114-12817314,"74b Brush Rd, West Ryde",3,1,3,,1201m2,$1.80M,$2.00M,House 1980 1201m2 Residential - A 2/DP503357 ,21 Apr 2017 Sold $1.68M,,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/13a-anthony-rd-west-ryde-nsw-2114-19505666,"13a Anthony Rd, West Ryde",4,2,2,,291m2,$1.40M,$1.50M,House 2017 291m2 ,19 Apr 2017 Sold $1.63M,21 Oct 2016 Listed for Sale Under Contract | Under Offer,17 Nov 2015 Listed for Sale Contact Agent,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/37-forsyth-st-west-ryde-nsw-2114-13139089,"37 Forsyth St, West Ryde",3,1,2,,743m2,$1.60M,$1.80M,House 1985 743m2 Residential - A 68/8097 ,13 Apr 2017 Sold $1.75M,12 Aug 1985 Sold $75k,,$575/w,$650/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/65-marsden-rd-west-ryde-nsw-2114-13037584,"65 Marsden Rd, West Ryde",3,1,1,,1170m2,,,House 1979 1170m2 Residential - A 2/30394 ,10 Apr 2017 Sold $2.00M,20 Apr 2016 Rented $600,13 Apr 2016 Listed for Rent $600.00 per week,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/23-bennett-st-west-ryde-nsw-2114-19043229,"23 Bennett St, West Ryde",3,1,2,,613m2,$2.00M,$2.20M,House 1980 613m2 Residential - A 69/11061 ,10 Apr 2017 Sold $1.72M,27 Aug 1993 Sold $213k,14 Feb 1984 Sold $59k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/27-linton-ave-west-ryde-nsw-2114-2149675,"27 Linton Ave, West Ryde",4,2,2,182m2,638m2,$1.80M,$2.00M,House 1930 182m2 638m2 Residence Residential - A 27/8097 ,10 Apr 2017 Sold $1.81M,31 Jan 2017 Listed for Sale Auction 25/2/17 at 1.30pm On site,07 Jan 2013 Rented $750,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/23-griffiths-ave-west-ryde-nsw-2114-4748217,"23 Griffiths Ave, West Ryde",4,1,3,117m2,457m2,$1.60M,$1.80M,House 1960 117m2 457m2 Residential - A 107/4825 ,10 Apr 2017 Sold $1.65M,30 Jan 2017 Listed for Sale Auction On Site Saturday 25th February at 2pm,12 Mar 2001 Sold $334k,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/35-federal-rd-west-ryde-nsw-2114-12792158,"35 Federal Rd, West Ryde",3,1,1,236m2,505m2,$1.58M,$1.93M,House 1980 236m2 505m2 Residence Residential - A 1/1225174 ,23 Mar 2017 Sold $1.78M,17 Nov 2012 Rented $500,12 Nov 2012 Sold $880k,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/20-maxim-st-west-ryde-nsw-2114-12305426,"20 Maxim St, West Ryde",3,2,2,102m2,1050m2,$2.20M,$2.40M,House 1950 102m2 1050m2 Residential - A 13/3646 ,10 Aug 2020 Listed for Rent APPLICATION APPROVED AND DEPOSIT TAKEN,19 Jun 2018 Listed for Rent $500 per week,03 Jul 2017 Rented $450,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2-947--949-victoria-rd-west-ryde-nsw-2114-10253286,"2/947-949 Victoria Rd, West Ryde",2,2,1,126m2,1291m2,$874k,$1.07M,House 2000 126m2 1291m2 Residential - A 29/SP78643 ,02 Jan 2018 Listed for Rent $530,06 Dec 2017 Listed for Rent $530,18 Oct 2017 Listed for Rent $530,$425/w,$500/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/25a-hay-st-west-ryde-nsw-2114-13737381,"25a Hay St, West Ryde",3,2,2,,680m2,$800k,$900k,House 1978 680m2 Residential - A 40/DP11061 ,02 Mar 2017 Sold $800k,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/48-mons-ave-west-ryde-nsw-2114-13623168,"48 Mons Ave, West Ryde",4,2,2,177m2,537m2,$1.60M,$1.80M,House 1960 177m2 537m2 Residential - A B/420417 ,26 Jun 1996 Sold $190k,,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/91-parkes-st-west-ryde-nsw-2114-12749903,"91 Parkes St, West Ryde",3,1,1,209m2,710m2,$1.80M,$2.00M,House 1890 209m2 710m2 Residential - A 19/7268 ,27 Feb 2017 Sold $1.76M,11 Nov 2016 Listed for Sale Auction on Site December 3rd at 2.00pm,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2-7-hibble-st-west-ryde-nsw-2114-18762136,"2/7 Hibble St, West Ryde",3,2,-,,1018m2,$1.00M,$1.10M,House 2014 1018m2 Residential - A 2/SP89587 ,27 Feb 2017 Sold $1.10M,,,$750/w,$850/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/69-adelaide-st-west-ryde-nsw-2114-2389076,"69 Adelaide St, West Ryde",2,2,2,153m2,556m2,$1.08M,$1.32M,House 1920 153m2 556m2 Residence Residential - A 1/12627 ,10 Feb 2017 Sold $1.15M,"08 Dec 2016 Listed for Sale SOLD FOR $1,150,000",24 Nov 2010 Sold $730k,,
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/7-cheers-st-west-ryde-nsw-2114-13280886,"7 Cheers St, West Ryde",3,1,1,,594m2,$1.20M,$1.30M,House 1980 594m2 Residential - A 88/35933 ,23 Feb 2017 Listed for Rent $600 Negotiable,30 Jan 2017 Sold $1.34M,17 Dec 1992 Sold $185k,$350/w,$425/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/7-hermitage-rd-west-ryde-nsw-2114-12535820,"7 Hermitage Rd, West Ryde",3,1,1,,809m2,$1.80M,$2.00M,House 1980 809m2 Residential - A 1/112902 ,25 Jan 2017 Sold $1.87M,,,$500/w,$575/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/6-winbourne-st-west-ryde-nsw-2114-2282887,"6 Winbourne St, West Ryde",5,2,4,242m2,580m2,$1.50M,$1.60M,House 1980 242m2 580m2 Residential - A 2/596975 ,20 Jan 2017 Sold $1.45M,02 Jun 2006 Sold $760k,,$850/w,$950/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/4-23--25-hermitage-rd-west-ryde-nsw-2114-9124790,"4/23-25 Hermitage Rd, West Ryde",3,2,2,100m2,1840m2,$1.10M,$1.20M,House 2010 100m2 1840m2 Residential - A 4/SP84550 ,20 Jan 2017 Sold $1.26M,26 Nov 2010 Sold $745k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/42-farnell-st-west-ryde-nsw-2114-2292546,"42 Farnell St, West Ryde",5,3,2,334m2,1056m2,$2.20M,$2.40M,House 1986 334m2 1056m2 Residential - A 15/30394 ,30 Jun 2006 Sold $1.05M,11 Nov 1988 Sold $231k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/1-jayne-st-west-ryde-nsw-2114-4614975,"1 Jayne St, West Ryde",4,2,2,151m2,986m2,$1.80M,$2.00M,House 1950 151m2 986m2 Residence Residential - A 8/28606 ,13 Jan 2017 Sold ,14 Nov 2001 Sold $676k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/3-1-maxim-st-west-ryde-nsw-2114-13306431,"3/1 Maxim St, West Ryde",1,1,1,100m2,604m2,$400k,$450k,House 1999 100m2 604m2 Business - B 3/SP35191 ,12 Jan 2017 Sold $405k,12 Dec 2014 Sold $300k,,$300/w,$350/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/2-58-adelaide-st-west-ryde-nsw-2114-19324103,"2/58 Adelaide St, West Ryde",3,1,1,103m2,1677m2,$900k,$1.00M,House 1994 103m2 1677m2 Residential - A 2/SP46511 ,11 Jan 2017 Sold $1.07M,04 Nov 1994 Sold $237k,,$650/w,$750/w
0,https://www.onthehouse.com.au/property/nsw/west-ryde-2114/28-mons-ave-west-ryde-nsw-2114-13785289,"28 Mons Ave, West Ryde",3,2,1,120m2,214m2,$1.20M,$1.30M,House 1995 120m2 214m2 Residential - A 3/844274 ,22 Dec 2016 Sold $1.19M,13 Dec 2016 Rented $595,01 Dec 2016 Listed for Rent $600 - $650 per week,$575/w,$650/w
