,Link,address,Bedrooms,Bathrooms,Car spaces,Land area,sell_low,sell_high,rent_low,rent_high,year_type,Sold_History1,Sold_History2,Sold_History3,Floor area
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/64-jenkins-rd-carlingford-nsw-2118-2266464,"64 Jenkins Rd, Carlingford",4,2,2,954m2,$1.20M,$1.30M,$575/w,$650/w,House 1960 157m2 954m2 Residence Residential - A C/161680 ,11 Sep 2018 Sold $1.16M,13 Aug 2018 Listed for Sale $1.2M,25 Jul 2011 Sold $658k,157m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/1-campton-ct-carlingford-nsw-2118-13068509,"1 Campton Ct, Carlingford",5,3,2,1000m2,$1.60M,$1.80M,$850/w,$950/w,House 1981 1000m2 Residential - A 9/DP223644 ,08 Sep 2018 Sold $1.58M,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/106-oakes-rd-carlingford-nsw-2118-13409973,"106 Oakes Rd, Carlingford",4,1,2,944m2,$1.40M,$1.50M,$500/w,$575/w,House 1960 160m2 944m2 Residential - A 4/DP234843 ,07 Sep 2018 Sold ,,,160m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/20-pinetree-dr-carlingford-nsw-2118-12332478,"20 Pinetree Dr, Carlingford",5,3,2,905m2,$2.00M,$2.20M,$650/w,$750/w,House 1997 905m2 Residential - A 7/DP873426 ,06 Sep 2018 Sold $2.00M,"30 May 2018 Listed for Sale $2,055,000 - Contact Agent",23 Dec 1997 Sold $250k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/7-fleming-st-carlingford-nsw-2118-13469721,"7 Fleming St, Carlingford",4,2,2,916m2,$1.60M,$1.80M,$750/w,$850/w,House 2000 257m2 916m2 Residence Residential - A 153/31772 ,06 Sep 2018 Sold $1.90M,19 Dec 2011 Sold $1.10M,18 May 1988 Sold $178k,257m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/54-raimonde-rd-carlingford-nsw-2118-12674543,"54 Raimonde Rd, Carlingford",4,3,2,879m2,$1.50M,$1.60M,$425/w,$500/w,House 1979 879m2 Residential - A 44/DP31228 ,05 Sep 2018 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/179-carlingford-rd-carlingford-nsw-2118-13164442,"179 Carlingford Rd, Carlingford",3,1,1,798m2,$1.20M,$1.30M,$425/w,$500/w,House 1978 798m2 Residential - A 35/DP9993 ,01 Sep 2018 Sold $994k,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/10-blenheim-rd-carlingford-nsw-2118-12753771,"10 Blenheim Rd, Carlingford",3,1,1,917m2,$1.30M,$1.40M,$500/w,$575/w,House 1980 917m2 Residential - A 12/39083 ,29 Aug 2018 Sold ,19 Aug 1994 Sold $235k,03 Jun 1980 Sold $46k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/12-mulyan-ave-carlingford-nsw-2118-12924010,"12 Mulyan Ave, Carlingford",5,3,1,940m2,$1.50M,$1.60M,$650/w,$750/w,House 2017 290m2 940m2 Residential - A 11/31829 ,27 Aug 2018 Sold $1.60M,19 Jul 2018 Listed for Sale Contact Agent,31 May 2018 Listed for Sale Contact Agent,290m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/16-dandarbong-ave-carlingford-nsw-2118-20436824,"16 Dandarbong Ave, Carlingford",5,3,1,,$1.30M,$1.40M,$750/w,$850/w,House ,24 Aug 2018 Sold $1.13M,22 Aug 2018 Listed for Rent $790 per week,26 Apr 2018 Listed for Sale Sold,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/52-dryden-ave-carlingford-nsw-2118-13130144,"52 Dryden Ave, Carlingford",3,1,1,1542m2,$1.40M,$1.50M,$500/w,$575/w,House 1978 1542m2 Residential - A 13/DP228753 ,21 Aug 2018 Sold $1.45M,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/265-marsden-rd-carlingford-nsw-2118-14264793,"265 Marsden Rd, Carlingford",3,1,1,7751m2,$985k,$1.48M,$650/w,$750/w,House 1976 7751m2 Residential - A 6/DP130713 ,21 Aug 2018 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/36-karingal-ave-carlingford-nsw-2118-13176291,"36 Karingal Ave, Carlingford",4,1,3,700m2,$1.30M,$1.40M,$500/w,$575/w,House 1960 103m2 700m2 Residential - A 13/DP218574 ,20 Aug 2018 Sold $1.30M,13 Aug 2018 Listed for Sale $1.3M,14 Nov 2017 Listed for Rent $550 p/w,103m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/41-lochinvar-pde-carlingford-nsw-2118-12995916,"41 Lochinvar Pde, Carlingford",4,3,2,711m2,$1.30M,$1.40M,$500/w,$575/w,House 1979 711m2 Residential - A 73/DP228791 ,18 Aug 2018 Sold $1.27M,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/55-ebony-ave-carlingford-nsw-2118-19057581,"55 Ebony Ave, Carlingford",4,2,1,720m2,$1.30M,$1.40M,$575/w,$650/w,House 1975 153m2 720m2 Residential - A 66/236660 ,18 Aug 2018 Sold $1.39M,05 Jul 1996 Sold $236k,10 Nov 1989 Sold $195k,153m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/14-rembrandt-st-carlingford-nsw-2118-2208965,"14 Rembrandt St, Carlingford",4,2,2,740m2,$1.60M,$1.80M,$650/w,$750/w,House 1980 740m2 Residential - A 34/31772 ,17 Jun 2020 Listed for Rent **DEPOSIT TAKEN**,02 Nov 2018 Listed for Rent $700 per week,18 Aug 2018 Sold $1.56M,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/14-tudor-pl-carlingford-nsw-2118-2175076,"14 Tudor Pl, Carlingford",4,2,1,758m2,$1.30M,$1.40M,$750/w,$850/w,House 1980 758m2 Residential - A 71/210955 ,16 Aug 2018 Sold $1.27M,23 Jul 2018 Listed for Sale Contact Agent,14 Oct 2004 Sold $595k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/4-anthony-st-carlingford-nsw-2118-12662233,"4 Anthony St, Carlingford",3,1,2,814m2,$1.50M,$1.60M,$650/w,$750/w,House 1980 814m2 Residential - A 129/DP31773 ,15 Aug 2018 Sold $1.53M,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/4-lasburn-cres-carlingford-nsw-2118-10246046,"4 Lasburn Cres, Carlingford",4,2,2,715m2,$1.20M,$1.30M,$575/w,$650/w,House 1980 715m2 Residence Residential - A 2/227806 ,11 Aug 2018 Sold $1.12M,12 Jul 2018 Listed for Sale AUCTION TODAY | Guide $1.1-$1.2M,18 Jan 2011 Sold $725k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/77-raimonde-rd-carlingford-nsw-2118-13138307,"77 Raimonde Rd, Carlingford",5,2,-,916m2,$1.60M,$1.80M,$850/w,$950/w,House 2017 232m2 916m2 Residential - A 12/DP209930 ,08 Aug 2018 Sold ,20 Oct 2017 Rented $650,10 Oct 2017 Listed for Rent Deposit Taken,232m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/19-lesley-ave-carlingford-nsw-2118-4775300,"19 Lesley Ave, Carlingford",5,3,-,746m2,$1.30M,$1.40M,$575/w,$650/w,House 1978 205m2 746m2 Residence Residential - A 24/234176 ,08 Aug 2018 Sold $1.35M,05 May 2009 Sold $575k,,205m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/3-metcalf-ave-carlingford-nsw-2118-12161769,"3 Metcalf Ave, Carlingford",3,2,3,721m2,$900k,$1.00M,$575/w,$650/w,House 1960 721m2 Residential - A 1441/871522 ,07 Aug 2018 Sold ,13 Sep 2017 Sold $103k,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/1c-illarangi-st-carlingford-nsw-2118-2243659,"1c Illarangi St, Carlingford",5,3,2,779m2,$2.00M,$2.20M,$575/w,$650/w,House 2016 372m2 779m2 Vacant Land Residential - A 101/DP1091554 ,07 Aug 2018 Sold ,26 May 2016 Sold $850k,21 Jun 2013 Sold $400k,372m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/8-sandringham-dr-carlingford-nsw-2118-4741859,"8 Sandringham Dr, Carlingford",4,1,2,698m2,$1.30M,$1.40M,$575/w,$650/w,House 1980 698m2 Residential - A 4/245744 ,07 Aug 2018 Sold $1.29M,19 Jul 2018 Listed for Sale UNDER CONTRACT,19 Apr 2000 Sold $383k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/114-felton-rd-carlingford-nsw-2118-13448841,"114 Felton Rd, Carlingford",5,3,2,753m2,$1.40M,$1.50M,$650/w,$750/w,House 1984 753m2 Residential - A 91/210955 ,31 Jul 2018 Sold $1.04M,20 Nov 1995 Sold $270k,18 Dec 1984 Sold $140k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/105-arcadian-cct-carlingford-nsw-2118-13539902,"105 Arcadian Cct, Carlingford",5,2,2,695m2,$1.60M,$1.80M,$950/w,$1100/w,House 1960 172m2 695m2 Residential - A 237/214655 ,31 Jul 2018 Sold $1.59M,16 Jul 2013 Sold $920k,,172m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/181-bettington-rd-carlingford-nsw-2118-13669933,"181 Bettington Rd, Carlingford",3,2,1,703m2,$1.20M,$1.30M,$500/w,$575/w,House 1983 703m2 Residential - A 125/DP210955 ,31 Jul 2018 Sold $1.12M,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/55a-brand-st-carlingford-nsw-2118-2407213,"55a Brand St, Carlingford",3,2,1,302m2,$1.00M,$1.10M,$575/w,$650/w,House 2010 148m2 302m2 Residential - A 15/DP1105986 ,19 Mar 2019 Listed for Rent $600 PW,30 Jul 2018 Sold $855k,12 Jul 2018 Listed for Rent $600 PW,148m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/18-morshead-ave-carlingford-nsw-2118-9107008,"18 Morshead Ave, Carlingford",3,1,1,758m2,$1.30M,$1.40M,$500/w,$575/w,House 1960 113m2 758m2 Residence Residential - A 22/28993 ,30 Jul 2018 Sold ,29 Jan 2016 Sold $1.04M,18 Nov 2015 Listed for Rent $519 Per week,113m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/1-alexander-pde-carlingford-nsw-2118-13160630,"1 Alexander Pde, Carlingford",3,1,1,1059m2,,,$425/w,$500/w,House 1980 1059m2 Residential - A 1/DP29440 ,28 Jul 2018 Sold ,19 Jun 1980 Sold $59k,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/5-camelot-ct-carlingford-nsw-2118-12690741,"5 Camelot Ct, Carlingford",4,2,2,780m2,$1.40M,$1.50M,$575/w,$650/w,House 1994 780m2 Residential - A 3/237177 ,27 Jul 2018 Sold $1.40M,25 Jun 2018 Listed for Sale CONTACT AGENT,22 Nov 1996 Sold $290k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/10-lipsia-pl-carlingford-nsw-2118-13637608,"10 Lipsia Pl, Carlingford",4,2,1,803m2,$1.50M,$1.60M,$650/w,$750/w,House 2012 803m2 Residence Residential - A 10/231499 ,27 Jul 2018 Sold ,16 Jul 2012 Sold $750k,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/673-pennant-hills-rd-carlingford-nsw-2118-12781988,"673 Pennant Hills Rd, Carlingford",5,2,6,709m2,$1.30M,$1.40M,$575/w,$650/w,House 1988 709m2 Residential - A 18/220790 ,24 Jul 2018 Sold $1.16M,22 Jun 2018 Listed for Sale UNDER CONTRACT,05 Sep 2014 Sold $830k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/7-windsor-ave-carlingford-nsw-2118-13015668,"7 Windsor Ave, Carlingford",3,1,1,733m2,$1.30M,$1.40M,$575/w,$650/w,House 1981 733m2 Residential - A 149/DP217193 ,24 Jul 2018 Sold $1.21M,17 Jul 2018 Listed for Sale Price Guide $1.1M,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/6-billyard-pl-carlingford-nsw-2118-13330459,"6 Billyard Pl, Carlingford",4,2,2,693m2,$1.20M,$1.30M,$425/w,$500/w,House 1980 693m2 Residential - A 3/DP241362 ,24 Jul 2018 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/10-kimberley-rd-carlingford-nsw-2118-12361780,"10 Kimberley Rd, Carlingford",4,2,1,770m2,$1.40M,$1.50M,$575/w,$650/w,House 1970 135m2 770m2 Residential - A 2/DP220782 ,18 Jul 2018 Sold $1.41M,,,135m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/4-bradley-dr-carlingford-nsw-2118-4571969,"4 Bradley Dr, Carlingford",4,2,2,702m2,$1.30M,$1.40M,$575/w,$650/w,House 1986 702m2 Residence Residential - A 22/217257 ,18 Jul 2018 Sold ,28 Feb 2002 Sold $147k,07 Mar 1986 Sold $140k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/12-plympton-rd-carlingford-nsw-2118-11508808,"12 Plympton Rd, Carlingford",4,2,1,695m2,$1.30M,$1.40M,$650/w,$750/w,House 2011 695m2 Residence Residential - A 1/229448 ,17 Jul 2018 Sold $1.30M,19 Jan 2015 Sold $1.18M,29 Aug 2011 Sold $805k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/841-pennant-hills-rd-carlingford-nsw-2118-12940123,"841 Pennant Hills Rd, Carlingford",5,3,3,207m2,$1.00M,$1.10M,$425/w,$500/w,House 1969 207m2 Residential - A 1/DP530597 ,17 Jul 2018 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/10-imlay-ave-carlingford-nsw-2118-13594315,"10 Imlay Ave, Carlingford",5,3,2,909m2,$1.30M,$1.40M,$500/w,$575/w,House 1974 909m2 Residential - A 17/DP250279 ,16 Jul 2018 Sold ,17 Oct 1974 Sold $20k,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/2-alexandra-pl-carlingford-nsw-2118-12352900,"2 Alexandra Pl, Carlingford",4,2,2,1028m2,$1.30M,$1.40M,$575/w,$650/w,House 1979 1028m2 Residential - A 48/DP225370 ,10 Jul 2018 Sold $1.19M,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/21-haines-ave-carlingford-nsw-2118-13048325,"21 Haines Ave, Carlingford",5,3,4,905m2,$1.80M,$2.00M,$650/w,$750/w,House 1980 408m2 905m2 Residential - A 104/252418 ,09 Jul 2018 Sold ,30 Nov 2016 Sold $1.80M,14 Jul 2016 Listed for Sale Contact Agent,408m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/16-carolyn-ave-carlingford-nsw-2118-13411910,"16 Carolyn Ave, Carlingford",4,2,2,927m2,$1.50M,$1.60M,$650/w,$750/w,House 1979 927m2 Residential - A 29/DP234844 ,09 Jul 2018 Sold $1.54M,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/36-camelot-ct-carlingford-nsw-2118-13485051,"36 Camelot Ct, Carlingford",5,2,2,846m2,$1.80M,$2.00M,$650/w,$750/w,House 1975 234m2 846m2 Residential - A 32/DP237177 ,09 Jul 2018 Sold $1.80M,27 Feb 2018 Listed for Sale Just Listed,,234m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/12-alkira-rd-carlingford-nsw-2118-13058187,"12 Alkira Rd, Carlingford",4,2,2,945m2,$1.20M,$1.30M,$425/w,$500/w,House 1985 945m2 Residential - A 45/225370 ,08 Jul 2018 Sold ,02 May 1985 Sold $120k,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/76-bradley-dr-carlingford-nsw-2118-12855994,"76 Bradley Dr, Carlingford",4,3,2,702m2,$1.30M,$1.40M,$650/w,$750/w,House 1983 702m2 Residential - A 32/221857 ,07 Jul 2018 Sold $1.28M,14 Dec 1994 Sold $300k,10 Mar 1983 Sold $58k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/3-dalwood-pl-carlingford-nsw-2118-2197507,"3 Dalwood Pl, Carlingford",4,2,2,935m2,$2.00M,$2.20M,$575/w,$650/w,House 1997 935m2 Residence Residential - A 19/225370 ,07 Jul 2018 Sold $1.96M,29 Sep 2005 Sold $631k,17 Sep 2001 Sold $500k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/8a-dandarbong-ave-carlingford-nsw-2118-20389913,"8a Dandarbong Ave, Carlingford",5,3,3,357m2,$1.50M,$1.60M,$850/w,$950/w,House 1978 357m2 ,06 Jul 2018 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/45-manildra-ave-carlingford-nsw-2118-12616822,"45 Manildra Ave, Carlingford",4,3,2,696m2,$1.40M,$1.50M,$750/w,$850/w,House 1990 176m2 696m2 Residential - A 8/236624 ,05 Jul 2018 Sold $1.32M,19 Jun 1998 Sold $372k,29 Jan 1996 Sold $315k,176m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/7a-douglass-ave-carlingford-nsw-2118-13201207,"7a Douglass Ave, Carlingford",4,2,2,737m2,$1.30M,$1.40M,$425/w,$500/w,House 1979 737m2 Residential - A 42/DP224169 ,05 Jul 2018 Sold $1.14M,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/17-bardia-rd-carlingford-nsw-2118-12776506,"17 Bardia Rd, Carlingford",4,2,1,756m2,$1.30M,$1.40M,$650/w,$750/w,House 1979 756m2 Residential - A 66/DP27839 ,04 Jul 2018 Sold $1.33M,"07 May 2018 Listed for Sale $1,300,000 - $1,400,000",22 Mar 1983 Sold $94k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/42-alamein-ave-carlingford-nsw-2118-13168164,"42 Alamein Ave, Carlingford",3,1,1,797m2,$1.30M,$1.40M,$500/w,$575/w,House 1987 797m2 Residential - A 36/26990 ,04 Jul 2018 Sold ,20 Oct 1997 Sold $268k,21 Feb 1989 Sold $192k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/27a-mobbs-lane-carlingford-nsw-2118-13277025,"27a Mobbs Lane, Carlingford",4,2,2,491m2,$1.00M,$1.10M,$575/w,$650/w,House 1969 491m2 Residential - A 1/DP1179377 ,04 Jul 2018 Sold $1.06M,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/2-franklin-pl-carlingford-nsw-2118-4742426,"2 Franklin Pl, Carlingford",2,1,2,702m2,$1.20M,$1.30M,$425/w,$500/w,House 1966 702m2 Residential - A 35/215429 ,04 Jul 2018 Sold ,31 Aug 2000 Sold $392k,20 Sep 1999 Sold $365k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/3-brendon-pl-carlingford-nsw-2118-12908572,"3 Brendon Pl, Carlingford",5,3,2,988m2,$1.50M,$1.60M,$750/w,$850/w,House 1980 988m2 Residential - A 31/DP260473 ,03 Jul 2018 Sold $1.50M,"23 Mar 2018 Listed for Sale $1,555,000",21 Aug 1980 Sold $40k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/23-bankshill-cres-carlingford-nsw-2118-13225856,"23 Bankshill Cres, Carlingford",5,2,2,929m2,$1.50M,$1.60M,$750/w,$850/w,House 2017 212m2 929m2 Residential - A 17/230466 ,03 Jul 2018 Sold $1.46M,08 Sep 2014 Sold $890k,21 Jun 2014 Sold ,212m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/13-bradley-dr-carlingford-nsw-2118-13371009,"13 Bradley Dr, Carlingford",4,2,2,700m2,$1.40M,$1.50M,$650/w,$750/w,House 1987 700m2 Residential - A 44/215429 ,03 Jul 2018 Sold $1.33M,12 Jun 1987 Sold $144k,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/13-parkland-rd-carlingford-nsw-2118-4807411,"13 Parkland Rd, Carlingford",3,1,4,696m2,$1.20M,$1.30M,$650/w,$750/w,House 1980 696m2 Residential - A 18/219134 ,03 Sep 2019 Listed for Rent **DEPOSIT TAKEN** $670 Per Week,03 Jul 2018 Sold ,21 Aug 2013 Rented $650,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/9-mulyan-ave-carlingford-nsw-2118-13800776,"9 Mulyan Ave, Carlingford",4,2,3,981m2,$1.60M,$1.80M,$650/w,$750/w,House 1982 981m2 Residential - A 5/DP31829 ,02 Jul 2018 Sold $1.80M,27 Aug 1982 Sold $80k,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/43-bradley-dr-carlingford-nsw-2118-2195205,"43 Bradley Dr, Carlingford",4,2,2,695m2,$1.40M,$1.50M,$650/w,$750/w,House 1965 132m2 695m2 Residential - A 11/221857 ,02 Jul 2018 Sold $1.47M,17 Jan 2014 Sold $1.05M,30 Sep 2004 Sold $645k,132m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/125-jenkins-rd-carlingford-nsw-2118-13798216,"125 Jenkins Rd, Carlingford",5,1,3,854m2,$1.50M,$1.60M,$500/w,$575/w,House 1960 250m2 854m2 Residential - A 12/DP520633 ,29 Jun 2018 Sold $1.45M,06 Jun 2018 Listed for Sale Just Listed,22 Dec 1978 Sold $38k,250m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/6-cassandra-pl-carlingford-nsw-2118-4273902,"6 Cassandra Pl, Carlingford",3,2,1,695m2,$1.60M,$1.80M,$575/w,$650/w,House 1970 119m2 695m2 Residence Residential - A 25/223523 ,29 Jun 2018 Sold $1.57M,10 Feb 2010 Sold $700k,01 Jun 2009 Sold $570k,119m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/7-bardia-rd-carlingford-nsw-2118-13343161,"7 Bardia Rd, Carlingford",4,2,2,741m2,$1.30M,$1.40M,$650/w,$750/w,House 1965 169m2 741m2 Residence Residential - A 62/27839 ,27 Jun 2018 Sold $1.29M,26 Apr 2018 Listed for Sale Price Guide $1.3M,16 Dec 2015 Rented $650,169m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/27-dandarbong-ave-carlingford-nsw-2118-3769033,"27 Dandarbong Ave, Carlingford",3,2,4,1056m2,$1.30M,$1.40M,$650/w,$750/w,House 1960 228m2 1056m2 Residential - A 8/29030 ,27 Jun 2018 Sold $1.28M,20 Mar 2018 Sold $1.34M,01 Mar 2017 Rented $660,228m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/31-post-office-st-carlingford-nsw-2118-19053529,"31 Post Office St, Carlingford",3,2,1,878m2,$1.57M,$2.35M,,,House 1980 878m2 Residential - A 2/DP536800 ,26 Jun 2018 Sold $2.10M,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/4-coral-tree-dr-carlingford-nsw-2118-12849169,"4 Coral Tree Dr, Carlingford",5,3,2,923m2,$1.40M,$1.50M,$750/w,$850/w,House 1995 923m2 Residential - A 22/222301 ,25 Jun 2018 Sold $1.28M,07 Dec 1995 Sold $240k,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/12-imlay-ave-carlingford-nsw-2118-2383313,"12 Imlay Ave, Carlingford",4,2,2,966m2,$1.40M,$1.50M,$750/w,$850/w,House 1980 152m2 966m2 Residential - A 139/251720 ,25 Jun 2018 Sold $1.41M,"03 Apr 2018 Listed for Sale $1,400,000 - $1,450,000",06 Jul 2012 Sold ,152m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/7-moorilla-ave-carlingford-nsw-2118-13600998,"7 Moorilla Ave, Carlingford",3,2,2,947m2,$1.50M,$1.60M,$575/w,$650/w,House 1970 203m2 947m2 Residential - A 43/DP236969 ,23 Jun 2018 Sold $1.52M,,,203m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/43-balaka-dr-carlingford-nsw-2118-2423822,"43 Balaka Dr, Carlingford",5,2,2,697m2,$1.40M,$1.50M,$650/w,$750/w,House 1980 173m2 697m2 Residential - A 257/260474 ,22 Jun 2018 Sold $1.25M,02 May 2018 Listed for Sale Price Guide $1.28M-$1.38M,16 May 2007 Sold $558k,173m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/4-darwin-st-carlingford-nsw-2118-13140319,"4 Darwin St, Carlingford",5,3,2,767m2,$1.40M,$1.50M,$500/w,$575/w,House 1979 767m2 Residential - A 5/DP514292 ,21 Jun 2018 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/4-keats-st-carlingford-nsw-2118-12968398,"4 Keats St, Carlingford",4,2,2,867m2,$1.30M,$1.40M,$500/w,$575/w,House 1980 867m2 Residential - A 125/DP31772 ,19 Jun 2018 Sold ,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/18-bardia-rd-carlingford-nsw-2118-13229328,"18 Bardia Rd, Carlingford",4,1,1,742m2,$1.40M,$1.50M,$350/w,$425/w,House 1979 742m2 Residential - A 51/DP27839 ,19 Jun 2018 Sold $1.48M,,,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/54-carmen-dr-carlingford-nsw-2118-13380533,"54 Carmen Dr, Carlingford",4,2,2,935m2,$1.50M,$1.60M,$650/w,$750/w,House 1995 935m2 Residential - A 17/232963 ,19 Jun 2018 Sold $1.40M,"09 May 2018 Listed for Sale $1,350,000 - $1,450,000",22 Dec 1995 Sold $232k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/33-parkland-rd-carlingford-nsw-2118-12731395,"33 Parkland Rd, Carlingford",3,2,2,843m2,$1.20M,$1.30M,$650/w,$750/w,House 1980 152m2 843m2 Residential - A 100/DP1016148 ,17 Jun 2018 Sold $900k,08 Mar 2018 Listed for Sale UNDER CONTRACT,,152m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/16-olinda-cres-carlingford-nsw-2118-19265576,"16 Olinda Cres, Carlingford",4,3,2,697m2,$1.40M,$1.50M,$650/w,$750/w,House 1970 206m2 697m2 Residential - A 348/DP260784 ,16 Jun 2018 Sold $1.35M,"23 May 2018 Listed for Sale Guide $1,350,000 - $1,400,000",,206m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/3-runnymede-way-carlingford-nsw-2118-19371402,"3 Runnymede Way, Carlingford",4,2,2,923m2,$1.40M,$1.50M,$500/w,$575/w,House 1995 923m2 Residential - A 33/237216 ,15 Jun 2018 Sold $1.34M,07 Jun 2018 Listed for Sale Contact Agent,11 Dec 1995 Sold $246k,
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/111-felton-rd-carlingford-nsw-2118-2173338,"111 Felton Rd, Carlingford",3,2,2,727m2,$1.40M,$1.50M,$575/w,$650/w,House 1970 153m2 727m2 Residential - A 82/210955 ,15 Jun 2018 Sold $1.32M,03 Aug 2005 Sold $513k,20 Nov 1992 Sold $193k,153m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/252-pennant-hills-rd-carlingford-nsw-2118-4859977,"252 Pennant Hills Rd, Carlingford",5,1,2,1492m2,$2.20M,$2.40M,$650/w,$750/w,House 1950 339m2 1492m2 Residence Residential - A A/365315 ,15 Jun 2018 Sold $2.65M,15 May 2009 Sold $968k,,339m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/4-cassandra-pl-carlingford-nsw-2118-13628859,"4 Cassandra Pl, Carlingford",6,2,2,695m2,$1.50M,$1.60M,$500/w,$575/w,House 1978 177m2 695m2 Residential - A 24/223523 ,14 Jun 2018 Sold $1.65M,06 Mar 2018 Listed for Rent $520 - $550 Per Week,26 Oct 2017 Listed for Sale Contact Agent,177m2
0,https://www.onthehouse.com.au/property/nsw/carlingford-2118/3-cassandra-pl-carlingford-nsw-2118-12711321,"3 Cassandra Pl, Carlingford",3,1,3,695m2,$1.30M,$1.76M,,,House 1970 114m2 695m2 Residential - A T28/DP223523 ,13 Jun 2018 Sold $1.65M,03 Nov 2017 Listed for Sale Contact Agent,10 Oct 2016 Rented $650,114m2
